gene,1,2,3,4,5,dataset
ENSG00000000419,-1.2398960843750366,-0.27855557355669336,-0.3511104640638474,0.06467915018029444,1.804882971815286,1
ENSG00000000938,-1.8645702484071291,0.3574787831948151,0.8514731597926145,-0.14950755832833126,0.8051258637480321,1
ENSG00000001036,1.855622337665416,0.15145259157115382,-0.4117830873725498,-0.5835378745412917,-1.0117539673227285,1
ENSG00000001084,1.9545438822960324,-0.2425825096796899,-0.37324571601640155,-0.4625731951195129,-0.8761424614804285,1
ENSG00000001167,-1.3715127310995319,-0.8313002928815204,0.24687047205473212,0.5014778403858937,1.454464711540426,1
ENSG00000001497,1.8177341522569237,0.22673414962580227,-0.31710416346241926,-0.7024590974027848,-1.0249050410175229,1
ENSG00000001561,-0.5938361026265304,1.6035506501743537,0.7351847428114683,-0.7913613515368707,-0.9535379388224212,1
ENSG00000001630,1.4515168956357074,0.8722353681018971,-0.31888540434225054,-0.900279865729458,-1.1045869936658934,1
ENSG00000002549,-0.08980733238744586,-0.8350257941143472,-0.9781458751527017,0.07763806243341276,1.8253409392210802,1
ENSG00000002822,1.4003057137020682,0.14613485184111594,0.6337157620538811,-1.4362371155782183,-0.7439192120188489,1
ENSG00000002834,-1.7996777789003962,-0.3617727089798711,0.5529948904188664,0.6799049411427451,0.9285506563186567,1
ENSG00000003056,1.8359166248824224,0.28486145443051336,-0.5282998012883725,-0.7720535520988339,-0.8204247259257286,1
ENSG00000003400,-0.27283547355126503,1.758738816064083,0.359653171462703,-0.9248704280667354,-0.9206860859087849,1
ENSG00000003402,-1.0411676958649227,-0.7083004170414829,-0.5392330725841988,0.6421397388678982,1.6465614466227065,1
ENSG00000004059,-1.4596680183415458,-0.29527859624202407,-0.024533772470342666,0.11569152035265329,1.663788866701262,1
ENSG00000004142,1.5521493879031294,-0.11799979870338057,0.6439184172376152,-1.0783664160026942,-0.9997015904346708,1
ENSG00000004455,1.6350360542613436,0.3437233140513581,0.005480156722732009,-0.6457975814717111,-1.3384419435637211,1
ENSG00000004468,1.9544591077878604,-0.6457835906806652,-0.522358946508701,-0.0922867127004896,-0.6940298578980043,1
ENSG00000004478,1.9842190659298977,-0.6754667733632473,-0.5904645294103212,-0.35806669990518264,-0.3602210632511466,1
ENSG00000004487,1.838913851467354,0.16198449572916154,-0.4046630462638264,-0.5202497672542714,-1.0759855336784176,1
ENSG00000004700,1.469611596532977,-1.6116920475857517,-0.21844105714382825,0.43519812356613,-0.07467661536952712,1
ENSG00000004766,0.8801782446107806,0.8857367623433361,0.6001140703205613,-0.8077992998102836,-1.5582297774643934,1
ENSG00000004779,1.418923519460335,0.6064472387318635,0.18950557052996977,-0.8523628269330925,-1.3625135017890768,1
ENSG00000005007,-0.7385857625863085,-0.7812909426344002,-0.5818372496376051,0.24558057296503985,1.856133381893274,1
ENSG00000005020,-1.465683588753184,-0.6385950370473642,-0.035775987054840794,0.793647855250063,1.3464067576053267,1
ENSG00000005022,1.8729175747237017,0.15935935449289035,-0.4442648755570104,-0.7287299458776161,-0.8592821077819651,1
ENSG00000005075,-1.4980050280485522,-0.6562685534076387,0.1557922695239369,0.6093320042059652,1.3891493077262873,1
ENSG00000005156,0.11493381132186112,1.3009273653867852,0.8456654815544565,-1.0259380237593316,-1.2355886345037712,1
ENSG00000005194,1.8398893864476276,0.22920710417192683,-0.40841744181915596,-0.921276015123371,-0.7394030336770275,1
ENSG00000005381,1.9899666638330717,-0.5497378774067861,-0.5052478487486134,-0.31674087944976836,-0.6182400582279042,1
ENSG00000005810,-1.3365958505974618,0.27459374198341385,1.710974435707038,-0.33133264877363733,-0.3176396783193527,1
ENSG00000005844,-1.351137706337039,-0.7315174455886633,-0.15559226443535337,0.8843638051539134,1.3538836112071426,1
ENSG00000005961,-0.6322544973311103,-0.4716842975592831,0.30838599930013333,1.806004739398599,-1.010451943808338,1
ENSG00000006125,-0.909165785007575,-0.3321696685750328,1.9505994443283126,-0.29668809943837854,-0.41257589130732536,1
ENSG00000006451,-0.4436602177360203,1.399858624171785,0.8792445430690575,-0.4783667965196076,-1.357076152985217,1
ENSG00000006530,1.7060549938506662,0.49568646607965927,-0.522497981041308,-0.5561276350836114,-1.1231158438054056,1
ENSG00000006534,-0.24304144802145253,1.1222042449048863,1.1313395933351613,-0.5690177247771951,-1.4414846654414002,1
ENSG00000006625,1.9482900457298704,-0.18522951516136893,-0.5783591959438443,-0.33389570144839764,-0.8508056331762595,1
ENSG00000006712,-0.9380269317083249,-0.7580260547184688,-0.28241610688273616,0.12073781616566916,1.8577312771438617,1
ENSG00000006715,-0.9066477717736348,-0.691896945054654,-0.7801868628795685,0.8278447460664615,1.5508868336413952,1
ENSG00000007080,1.2535859920340817,0.7750710974556114,0.3089845162735037,-1.172782158113096,-1.1648594476501013,1
ENSG00000007168,-1.2665462305935222,-0.6496960397028635,-0.3139571209685771,0.6744796974721765,1.555719693792786,1
ENSG00000007237,-1.1852145474053608,1.3539768719414487,0.8220452508436004,-1.0410249413839388,0.05021736600425048,1
ENSG00000008018,-0.6421301494571942,-0.7053494932248897,-0.44700902058393366,-0.17051948068386188,1.965008143949885,1
ENSG00000008130,-1.3524768585904001,-0.6830242745507211,-0.18403068423668573,0.7878527601262333,1.4316790572515747,1
ENSG00000008282,1.5486841399764342,0.6393594666705217,-0.15497520341268123,-0.7905961269410687,-1.2424722762932052,1
ENSG00000008394,1.9497576709618962,-0.13158810663269052,-0.6078991606864306,-0.40612392049797186,-0.8041464831448036,1
ENSG00000008438,-0.8752337153146239,0.7157593931958077,1.6117658598746498,-0.5400142397748954,-0.9122772979809379,1
ENSG00000008516,-0.797678547624872,-0.7168668240431977,-0.50051455866737,0.12179219178736794,1.8932677385480718,1
ENSG00000008869,0.05601002738694034,1.384902315488451,0.6846234768003514,-0.643692804374468,-1.4818430153012747,1
ENSG00000008952,-1.4846472704657325,0.30132466114686646,1.5725004870594426,0.08517742688859209,-0.4743553046291682,1
ENSG00000008988,1.771329545909939,0.2949769810433322,-0.33046023855264445,-0.5854385581609451,-1.150407730239681,1
ENSG00000009307,-0.5919768843229847,-0.872526997709783,-0.4967081004402509,0.053685053520146304,1.9075269289528736,1
ENSG00000009335,0.015020297989869659,1.2459352901387422,0.9656864206442293,-0.9793395452166125,-1.2473024635562295,1
ENSG00000009790,-1.5775263834930464,-0.32026752495071115,0.9735212411285239,1.1811480279797142,-0.25687536066448075,1
ENSG00000009844,-0.9433592670884361,0.636951289296511,1.4679458663707634,0.08063718977829161,-1.2421750783571253,1
ENSG00000009954,1.7627120958003428,0.3269738544172494,-0.2592760259145521,-0.7677094321529532,-1.0627004921500867,1
ENSG00000010017,-1.2405603122038513,0.727163297596459,1.5281423667366203,-0.30467771736559995,-0.7100676347636297,1
ENSG00000010244,0.46493248657447683,1.2661613116351378,-0.27834288116178724,-1.7382934252734337,0.2855425082256039,1
ENSG00000010256,0.04188174184714065,1.088379095819078,1.1079631976462143,-0.9175295283121064,-1.3206945070003264,1
ENSG00000010292,0.9679731995074471,1.0185947798336978,0.3979882134871526,-1.0826336184905687,-1.301922574337729,1
ENSG00000010671,-1.4774975495292173,0.49678015558848626,1.3534487769339762,0.3919605721429125,-0.7646919551361585,1
ENSG00000011009,-1.8216145298533974,0.11580360773187019,0.7680705951438848,-0.09624006005987783,1.0339803870375193,1
ENSG00000011052,1.9852806542861519,-0.42260931016591213,-0.5124597618267757,-0.3434813112506912,-0.7067302710427725,1
ENSG00000011260,1.7185957042518216,0.31031956364185537,-0.0556899964614907,-0.9971057795043152,-0.9761194919278708,1
ENSG00000011304,1.970820891103136,-0.3205589126676971,-0.7852048752232262,-0.5383548402055593,-0.32670226300665434,1
ENSG00000011422,-1.0383019533830051,-0.9198951027144997,-0.41220095314706756,1.4047656991734507,0.9656323100711217,1
ENSG00000011485,1.8450178675520952,0.1401046484830849,-0.4655280702389369,-0.4396568381766942,-1.0799376076195486,1
ENSG00000011600,-1.4887138612437978,-0.5319974288928642,-0.09747793145482324,0.7070683059277088,1.4111209156637758,1
ENSG00000012223,-0.7666435892204441,1.6831597012635595,0.6238400905294336,-0.7271318866099101,-0.8132243159626383,1
ENSG00000012660,-1.4042761853608607,-0.37537931369211447,-0.3729703162453503,0.612043072889337,1.5405827424089906,1
ENSG00000012779,-1.9369688141622763,0.06854523173564356,0.821847064559897,0.6241831616002994,0.4223933562664376,1
ENSG00000013275,-1.3856263432362927,0.10893084088588371,1.7207114946463125,-0.15586209560109623,-0.28815389669480873,1
ENSG00000013364,-1.1020724497762893,-0.703598842941429,-0.47048384075629485,0.6489002760627942,1.6272548574112187,1
ENSG00000013374,-0.998302084984209,-0.6235852261922097,-0.6099663148518603,0.5027831905531196,1.72907043547516,1
ENSG00000013375,1.8142863110172198,0.30147845709386756,-0.418457139690279,-0.8798223164067156,-0.8174853120140938,1
ENSG00000013583,1.957849963245012,-0.1096062759136598,-0.6834860100608912,-0.5140903462933687,-0.6506673309770921,1
ENSG00000013810,-0.46174223589032004,-0.8245504671531243,-0.8569510043003081,0.33820559519141125,1.8050381121523418,1
ENSG00000014123,0.66301796289745,0.9075601903314046,0.7605316793584151,-0.6958226943305862,-1.635287138256683,1
ENSG00000014216,-0.9771928133563403,0.5463487677998646,1.5391632605952792,0.06365425824839047,-1.1719734732871923,1
ENSG00000014257,-1.7784455367335603,0.4724855946855289,0.5956544668972797,-0.3543603552347167,1.0646658303854706,1
ENSG00000014641,1.241032844996886,1.0070690687227037,-0.11688152995694769,-0.7819396837797945,-1.3492806999828462,1
ENSG00000015285,-1.1822498116099667,-0.6810223986948871,-0.40549271662137854,0.6869328096663023,1.5818321172599303,1
ENSG00000015475,-1.154899978501152,-0.6992854748875295,-0.2619521274165512,0.3986873314719027,1.71745024933333,1
ENSG00000017797,-0.5974147608187153,-0.873629467605056,-0.7379967995224838,0.43545521476546706,1.7735858131807876,1
ENSG00000018510,0.22254640363301165,1.3582399023899552,0.691962498123679,-0.9877947877226785,-1.284954016423967,1
ENSG00000019582,-1.3587713813086917,-0.6692845734265058,-0.08846367949813431,1.5368750015142287,0.5796446327191013,1
ENSG00000020129,1.7814423853346568,0.26751752838473053,-0.22672729064941266,-0.7641022490704911,-1.0581303739994832,1
ENSG00000020922,1.9634843138417497,-0.34053960792788474,-0.8526193714951318,-0.43566896215016726,-0.33465637226856865,1
ENSG00000021355,1.7838321114127846,-0.023637176545438374,0.11692476903588689,-0.7937777930275379,-1.0833419108756952,1
ENSG00000021776,-0.5608287684168909,0.7730008785447429,1.329345299558092,-0.01821506934884725,-1.5233023403370956,1
ENSG00000022277,-1.6641661834132488,-0.4551797915581307,0.23334205605179878,0.6344502092391934,1.2515537096803875,1
ENSG00000023191,1.8408631580381474,0.05955332404343151,-0.12937577807161849,-0.7791118105444602,-0.9919288934655013,1
ENSG00000023228,1.5026436938975194,-0.07604778778788565,0.6940060520731243,-1.0048125554149858,-1.115789402767775,1
ENSG00000023318,-1.250089808402876,-0.6274386522978918,-0.31636858225353914,0.5788196711170663,1.6150773718372393,1
ENSG00000023697,1.8308380318105861,0.3203290218614663,-0.674964519743078,-0.749444889138376,-0.7267576447905989,1
ENSG00000023734,-1.6269041997644405,-0.38676533520279877,0.25047836384596633,0.3401002778435143,1.4230908932777642,1
ENSG00000023892,-1.4382211224551766,-0.9272980732645646,0.43509572205409774,1.0628401267974161,0.8675833468682272,1
ENSG00000023909,-0.3944280227849386,0.659907988184653,1.5701238631416692,-0.5579836763454613,-1.277620152195923,1
ENSG00000025708,-1.0210796520667291,-0.8192758537480817,-0.5054806108221039,0.7992877406082435,1.5465483760286718,1
ENSG00000025770,1.926060507157044,-0.3579795406508002,-0.9628051107438651,-0.46383417347401495,-0.14144168228836562,1
ENSG00000025772,1.274301562977786,0.9177412382951724,-0.001161997249093438,-0.8366684491585776,-1.354212354865288,1
ENSG00000025796,-0.3962022076871596,1.7680820431801034,0.3927034073980451,-0.9362208458049004,-0.8283623970860905,1
ENSG00000026025,-1.2851558135413925,0.6565640834358126,1.3998543747803758,0.18894801732585367,-0.9602106620006499,1
ENSG00000026297,-0.8653595166712993,-0.7676410147498816,-0.6487624878316139,0.5761841677927797,1.705578851460015,1
ENSG00000026508,-1.226641019912819,-0.7362039208925542,1.0317204306500443,1.3186191469093156,-0.3874946367539864,1
ENSG00000028528,-1.7478466500077885,-0.47498733803531373,0.8379305945771963,0.5216993456254321,0.8632040478404747,1
ENSG00000029725,-0.0072614955530079075,-0.8472861965003731,-0.8962588810390575,-0.11103261148999953,1.8618391845824365,1
ENSG00000029993,1.3667298192388206,1.0192047778141304,-0.5090725320485249,-0.7476290753953336,-1.1292329896090934,1
ENSG00000030066,1.971291022128962,-0.24387978992179293,-0.7595497274301649,-0.4159578920411047,-0.5519036127358995,1
ENSG00000030582,-0.4368482653819571,1.1973588232011743,1.0590816695623229,-0.36281187179777974,-1.456780355583761,1
ENSG00000031698,-1.2241302997499295,-0.3593127737438964,1.8083144484797598,-0.3087958510113425,0.08392447602540294,1
ENSG00000031823,-0.8905926004692272,-0.6902166554484149,-0.7004160512672658,0.5758699278368249,1.7053553793480831,1
ENSG00000032389,1.3066916089867664,0.4181776842344881,0.4291653021383809,-0.5231359530538872,-1.6308986423057474,1
ENSG00000033011,1.7411062700237803,0.34900204100072196,-0.28595430956245244,-0.6398835280738013,-1.164270473388248,1
ENSG00000033030,1.3017252785825322,0.15264689767620956,-1.3060825898541595,-0.958837844913135,0.8105482585085506,1
ENSG00000033050,1.6890703613474969,0.38958996628140347,-0.11846304067533162,-0.806834713742141,-1.153362573211426,1
ENSG00000033178,-0.18594128649934374,0.528875724204554,1.6435091756721631,-1.0694280440961434,-0.9170155692812315,1
ENSG00000033627,-1.6438582954884589,-0.5807148821996535,0.28914228196980357,0.9232716931098718,1.0121592026084367,1
ENSG00000034693,1.3763830822584042,0.9525035385895424,-0.35081841393821306,-0.7452553669994606,-1.2328128399102722,1
ENSG00000034713,-1.4394615025612647,-0.5592519967912762,-0.18058906638120042,0.7672419628048065,1.4120606029289358,1
ENSG00000035403,-0.6878677098034578,0.46493568127337936,1.5877592863515464,-0.027311899082916247,-1.3375153587385524,1
ENSG00000035664,-1.6144116556664958,-0.6434653455887254,0.39895059065495675,1.1447096701689157,0.7142167404313479,1
