gene,1,2,3,4,5,6,7,8
Q9FBQ0,2.593233696731124,-0.1131639151475439,-0.5537173963255484,-0.5537173963255484,-0.5537173963255484,-0.5537173963255484,-0.1131639151475439,-0.1520362811338433
Q8R6K2,1.9779777389147912,-0.3619670388039302,0.0333214396973356,-0.7428685046726824,1.322141878882532,-0.7428685046726824,-0.7428685046726824,-0.7428685046726824
Q9FBV4,0.24361577963994488,2.566386452879397,-0.5426360558423251,-0.5426360558423251,-0.41310989055477687,-0.5426360558423251,-0.4325657137996527,-0.336418460637937
Q93S15,1.002833538979762,2.2423601239763506,-0.5958384815400877,-0.657848980413386,-0.8451867604340801,-0.32006527372286186,-0.31256173946212706,-0.5136924273835709
Q9FBV6,1.5676131916597473,1.6512251026681575,-0.7217868638459088,-1.019492759541812,-0.549479706213367,0.2658682806420044,-0.30513987247684743,-0.8888073728919736
Q9FBV7,1.2963984438300429,-0.38539145365356076,2.0760682659553575,-0.6591569900604919,-0.6591569900604919,-0.6591569900604919,-0.35044729588987283,-0.6591569900604919
Q9S1Y7,1.3106576397080187,-0.3404824242783678,2.0761183443527838,-0.609258711956487,-0.609258711956487,-0.609258711956487,-0.609258711956487,-0.609258711956487
Q9S1Y6,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1Y5,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1Y4,-0.34277913017401346,1.9519583832270528,-0.8416444227024292,1.078038251655383,-0.8416444227024292,-0.7697523407109236,0.5437922600601726,-0.7779685786528117
Q9S1Y3,1.3106576397080187,-0.3404824242783678,2.0761183443527838,-0.609258711956487,-0.609258711956487,-0.609258711956487,-0.609258711956487,-0.609258711956487
Q9S1Y2,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1Y0,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1X9,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1X8,2.604786165130944,-0.057140121701053634,-0.49045446071608917,-0.09537373984944393,-0.49045446071608917,-0.49045446071608917,-0.49045446071608917,-0.49045446071608917
Q9S1X7,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1X6,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1X5,2.6423590055439368,-0.3129488237254936,-0.42424147692713404,-0.32276876371387486,-0.42424147692713404,-0.3096755103960319,-0.42424147692713404,-0.42424147692713404
Q9S1X4,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q8CK71,1.5252328138586324,-0.40782544791042424,-0.7224930129438948,-0.7224930129438948,1.8934873538543406,-0.7224930129438948,-0.40782544791042424,-0.4355902330604398
Q9S1X1,1.6755304589696116,1.5188658273700315,0.10109202970899005,0.04832965496053267,-0.7591270540822928,-0.6483573981388131,-0.9385527631990048,-0.9977807555890552
Q8R5N1,-1.2667120400551841,-0.4535321583271878,1.0234445434165615,-1.3176036590897648,1.3344089545745568,-0.7109464032168583,0.41908215431726703,0.9718586083806097
Q9S1W7,1.0811510097293255,0.1725013655247879,0.3568292795708203,1.6793377013205348,-0.8803062969608864,-0.49712369536775997,-0.24796949214430114,-1.6644198716725251
Q9S1W6,1.9271282479816854,1.2327099140949127,0.07023692634065158,-0.056169688969243646,-1.0326049636947858,-0.42383139123870905,-0.7213323660456108,-0.9961366784689035
Q9S1W5,2.266507042396106,-0.6381969808398233,-0.5933294773028742,-0.05666863183956721,-0.4219283193731879,0.7158763653814378,-0.08814550629568867,-1.1841144921264062
Q9S1W4,-0.0918451004931809,-2.019328173667904,0.8429424396867422,-0.08288502886372194,0.565490548200553,-0.8252670089019659,0.13532524606469507,1.4755670779747827
Q9S1W3,2.086774539974792,1.1480913578406777,-0.37174093322583945,-0.8139274067281999,-0.15302899712177104,-0.5704056935039349,-0.27623884071501387,-1.0495240265207169
Q9S1W2,-2.3895234551275855,-0.05954848816345417,-0.6160173981259591,0.5614337989418049,0.7220174953580079,0.6305840560501463,0.5029386733284876,0.6481153177385531
Q9S1W1,0.9761792467227337,0.33932998521560015,-2.2383755623672785,1.3245048174212328,-0.38128328745262186,0.09777361990740654,-0.007212530327136479,-0.11091628911993136
Q9S1W0,2.6196971962570714,-0.007654304325780961,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483,-0.4353404819885483
Q9S1V9,-1.3852646370492103,-1.5030790555646263,-0.9293424279902278,0.9237492428616296,0.7948554016331574,0.7024211560365968,0.7446152069073626,0.6520451131653201
Q9S1V8,-2.387554455851708,-0.4288654636143766,0.18545740360895532,1.0120089556136325,0.6582972354763393,-0.13833671903781092,0.5684227791937421,0.5305702646112355
Q9S1V7,0.7031497524091326,-0.5545458597198148,1.7861934710253788,-0.3783504085480296,0.34920189435005594,0.07178813295755551,-1.9326992004395962,-0.0447377820346803
Q9S1V6,1.5291248124749164,1.8410124060287023,-0.8568538104257499,-0.22029188443362954,-0.6741468527434619,-0.8397340824441923,-0.27425200041447234,-0.504858588042107
Q9S1V5,1.5540869844803356,1.6782276412709336,0.20973930326581144,-0.5218573852083307,-1.1012143159858234,-0.5770561479270288,-0.36097942377494424,-0.880946656120968
Q9S1V4,0.8250926493219312,2.029531725834732,-0.44336417141150997,0.5397333957266685,-1.1591754496835533,-0.3688500785234786,-0.3796843992433588,-1.0432836720214322
Q9S1V3,-1.4342235237220289,1.4218885207692635,0.48901419732314716,0.2179320874478645,0.8463303706548467,-0.4653678363766888,0.4925855494207488,-1.5681593655171484
Q9S1V2,-1.8456441934252072,-1.347727065846224,0.837492929098072,-0.10363774029977754,1.240264615246032,0.5195022250069697,0.42775500269967287,0.2719942275204657
Q9S1V1,-1.5420248636072411,-1.7860770934611707,0.5353462269347274,0.29125101409719373,0.862909504231138,0.02026704662329069,0.7537176690800603,0.8646104961019941
Q9S1V0,-1.8231252561830977,-1.360216768693339,0.42440712619719245,0.2437860093558161,1.253385169453602,-0.11504866580748373,0.8534135625538178,0.5233988231234905
Q9S1U9,0.8249353189850287,1.1848745593418182,-1.205194582733556,1.3448887491702353,-0.018656864760173936,-0.7688798530295925,-1.4344199452490145,0.07245261827524886
Q9S1U8,1.1601901054202122,-1.1458031595765317,-0.20648849489413218,-1.161265871850632,1.9068629816633962,-0.5587468488097185,0.03073129501006068,-0.02548000696265119
Q9S1U7,-1.2848624702062041,1.4640151048701613,-0.5614055136349119,1.2162302886670435,0.5914737994525081,-1.3380742685290454,-0.409266486020842,0.3218895454012879
Q9S1U6,-1.1643143231896704,-0.8255814959405144,0.8913220813770238,-0.025099503760169006,0.7910566572802086,0.6057053258354744,-1.5749052443946134,1.3018165027922606
Q9S1U5,1.0787511773725453,0.960434123214959,0.5226289010590299,-2.334137368452853,-0.36991346785311674,0.2133668519883111,0.026212023497604243,-0.09734224082648338
Q9S1U4,2.1455746787281984,1.0071098691820455,-0.549707869126154,-0.09127636343393786,-0.14773356084904504,-0.4600202484923054,-1.065504989976816,-0.838441516031985
Q9S1U3,1.6333165568552812,1.383580400657512,-0.17982370670082626,0.3916401955514363,-1.1683086164968806,-0.15162277539611613,-1.0607036243763988,-0.8480784300940043
Q9S1U2,1.630108995190456,1.434321014158207,-0.7474212966737798,0.6555728889061202,-0.8981392154131833,-0.5447486746029104,-0.8736284957954894,-0.6560652157694229
Q9S1T7,1.1772217714938102,1.254519380313431,1.2201535964766066,0.059460981668216395,-0.8492803596863461,-0.965515351081962,-0.7291309255232966,-1.1674290936604599
Q9S1T6,2.542380531873004,-0.40035287693103355,-0.3734710139564741,-0.827738197164608,-0.602117362994573,-0.2910380370012012,0.20310827528133177,-0.2507713191064446
Q9S1T5,0.9682555555741434,1.8410068534544808,0.2848564660979541,0.2458771397321954,-0.8977776500326392,-0.21452710585445187,-0.7990080445163087,-1.4286832144553763
Q9S1T4,1.9109988492090402,1.3328512178514866,0.1604410222616707,-0.3170972949575634,-0.8182028528468265,-0.5579235031225047,-0.8740887749541639,-0.8369786634411391
Q9S1T3,2.083942602741492,1.1615082360106075,-0.23976581810841263,-0.37677332068776564,-0.18425163287159949,-0.7904911468812555,-1.0291658021978127,-0.6250031180052618
Q9S1T2,1.8403533718830092,1.0091360960673434,-1.2136307637560668,-0.6480387374542902,-0.5536002673274173,-0.870715846387702,-0.30233150061164094,0.7388276475867618
Q9S1T1,1.8492494526255105,0.783565189194606,0.8894641437305338,-0.9056381374373582,-0.13426333787368083,-0.5396242670361218,-1.252987485853758,-0.68976555734974
Q9S1T0,1.9125901016432951,1.000468360106593,0.7710839568878938,-0.7565086027398955,-0.7898148757171856,-0.6268790217224874,-0.6662178876642526,-0.8447220307939413
Q9S1S9,1.7933166370763916,1.496511420710048,-0.17020660519134884,-1.099734491920769,-0.19408233438335035,-0.28741892992203677,-0.8044766724168605,-0.733909023952081
Q9S1S8,-1.1308257834873927,-1.654600882825392,0.4747505852173993,-0.7424153423949401,1.5089207643322844,0.2940834523914069,0.44858632115681696,0.8015008856098151
Q9S1S7,-1.7757638694770943,-1.0731882625783817,0.0021302914433488037,0.5564315320841796,1.6101251544366069,0.6342078120844907,-0.41829085249948533,0.4643481945063422
Q9S1S6,-1.9666923760577935,-0.5362763753175546,0.6265902138523664,-0.5029587555360503,1.0552419651844798,-0.4913412048919739,0.5945974794625215,1.2208390533039997
Q9S1S5,1.1545257683909862,0.1347547105186133,0.5591570336530929,-2.445770022589459,0.2310000093498191,0.5280052330477577,-0.012850118341721813,-0.1488226140290753
Q9S1S4,-2.1933024820564353,-1.046651233770237,0.6886638672584804,0.12315557653931958,0.8976818367597122,0.4044604059099471,0.587185618487958,0.5388064108712581
Q9S1S3,-1.9422564532246498,-1.2889422878454357,0.5251153447075342,-0.04957851254206884,1.1887438064575713,0.3382582141418406,0.5608020216866774,0.6678578666185291
Q9S1S2,-2.0604979242068873,-1.1912812950745528,0.11740235797473463,0.4449305307093736,1.1087992549229746,0.343502772812001,0.5452313925394576,0.6919129103228673
Q9S1S1,2.0530225026812876,1.287947112890094,-0.5998539292958761,-0.567978555349749,-0.9696871227833518,-0.3334474759463124,-0.3515329375751215,-0.5184695946209663
Q8CK70,1.301889328049025,-1.1152515048976224,-0.5580238360554021,-1.6897507817351114,-0.08621795353020377,0.23848736744531834,0.889422715068424,1.0194446656555805
Q9RIA2,2.215999876992028,0.8918587678811157,-0.5207797629174473,-1.0309554770650453,0.0857777509795126,-0.5920401558296936,-0.6844270482417981,-0.36543395179867233
Q9RIA1,2.4550184344508024,-1.0440327881424947,-0.31181453185229896,-0.7533473248090766,0.1149226904023787,-0.3883883814949151,-0.19656751964853483,0.12420942109413878
Q9RIA0,1.0190886389825633,1.0794118005528384,-0.9867117671460366,1.6640649916408876,-0.5597369536914457,-0.5677712139038341,-0.6517995246293169,-0.9965459718056616
Q9RI96,-0.957236067384386,-1.0716751896247159,-0.8825241306382855,2.136964527019265,0.4309893483846287,0.6059855354718974,-0.16531591931762354,-0.09718810391076713
Q9RI95,1.6747435340550174,1.5970827287827205,0.11151300918787398,-0.24089234638009008,-0.9861045358901042,-0.5514590255691586,-0.7325773138623208,-0.8723060503239414
Q9RI92,0.782380738130435,-1.47267549520247,1.7157138465667663,0.38615459826971266,0.7005876389706619,-0.53678311197053,-0.5569831468890787,-1.0183950678755018
Q9RI91,1.3955978954856392,1.6835764517245768,0.011715701745397496,0.3540512415575309,-0.8295215425000901,-1.0628013717355298,-0.9626189430990622,-0.5899994331784684
Q9RI90,-0.9931865135141451,-0.30967431744440266,-0.07048082841518473,-0.05676828107746217,1.4092097910786006,1.1107919940113735,0.6992061937503785,-1.789098038389158
Q9RI89,0.8591515932000022,0.8656404708844609,0.23924938797745485,-0.7619725709598395,1.6013071337352658,-0.3671354934727364,-1.5406692495488865,-0.8955712718157275
Q9RI88,1.9670987488720588,1.2022097680437984,-0.6739479591482044,0.21697620819478958,-0.19772087703741828,-0.7221688349862428,-0.8043674786799927,-0.9880795752587933
Q9RI87,1.6153077362778194,1.2970555274868216,0.13999094844456497,0.5519750142924719,-0.69783363206713,-0.763970199138049,-1.1669815978903606,-0.9755437974061211
Q9RI86,1.5997462963635785,1.7483406355356865,-0.25541576314220876,-0.07426694027705685,-0.8723366448956824,-0.618687611725494,-0.8035249377798528,-0.7238550340789814
Q9RI85,-0.25365473028187346,-2.3418897451276894,-0.018028654339788834,0.5470845427182875,0.7534339326443799,0.5160096022144931,-0.308589969270622,1.105635021442807
O86758,2.6312658826090325,-0.5049053569924015,-0.46402785565917976,-0.17995446708584587,-0.46185279763840276,-0.3807675144200683,-0.3935945756805641,-0.24616331513256992
Q9RI81,2.0314250297859657,-0.34031814498251284,-0.9351118802938196,-0.5251448482722706,1.3255820558571338,-0.4032603811493633,-0.6828761091956144,-0.47029572174952267
Q9RI80,1.655253640241563,1.514010203546695,0.3997021521439939,-0.37438220660078964,-0.9861754553268004,-0.8436765741758833,-0.5204923732326421,-0.8442393865961298
Q9RI79,1.4934849208711236,1.635035909670327,-0.014686907878963781,-0.39406616953353285,-1.4748817224077064,-0.7094290952277399,-0.02407531995958741,-0.5113816155339331
Q7DJE7,2.604786165130944,-0.057140121701053634,-0.49045446071608917,-0.09537373984944393,-0.49045446071608917,-0.49045446071608917,-0.49045446071608917,-0.49045446071608917
Q9RI76,1.0379466889033593,1.5596468511535084,-0.07701430350583764,0.9676607689963052,-1.4469752083052747,-0.7572250736550012,-0.4741453068636187,-0.8098944167234264
Q9RI75,2.0837798210258613,1.170289319815058,-0.020713097457674058,-0.36188005771936704,-0.6045210412427654,-0.6951689041250148,-0.9768605357475828,-0.5949255045485187
Q9RI74,2.191329224485765,0.7813200427613213,0.4432902224239352,-0.4922346861647328,-0.7433430104232164,-0.6538148294886413,-0.7207968134974041,-0.8057501500970283
Q9RI73,2.051739328676396,1.120848119071638,0.15395958554230496,-0.9418988063367199,-0.40235401292090217,-0.3450876592071184,-0.8501580705879462,-0.7870484842376542
Q9RI72,1.9748668852334488,1.223233975979651,-0.4315562545085756,-0.026758982088706865,-0.18010142485773095,-0.5917209677601065,-1.2049258550263255,-0.7630373769716616
Q9RI71,1.220367225183037,1.7945417431364925,-0.11872959943920418,0.5229330082381095,-0.7436613433607607,-0.6863432924037547,-1.008589663457128,-0.9805180778967927
Q9RI70,0.8775588728797433,0.9686406458786306,0.36610643787836883,1.5569644755328589,-1.248655682803061,-1.0259153373891443,-0.6986313209317982,-0.7960680910456054
Q9RI69,2.2422191066564774,0.7669858794464667,-0.6808685566715665,-1.2368178398499692,-0.4971785700892243,-0.32064495310288127,-0.17826954938144016,-0.09542551700786207
Q9RI68,1.6323423033014561,1.698730122535461,-0.08492599986133154,-0.8651887812836357,-0.4613847558905599,-0.2592683724027782,-0.6967187589416425,-0.9635857574569504
Q9RI67,0.9770277420531387,2.123741849408239,-0.8862400832139155,-0.11862673718878904,-1.03923578428339,0.07989653350313611,-0.5272892532337987,-0.6092742670446244
Q9RI66,-0.5335695651697373,-0.6560311861534902,-0.36124040872848134,1.497791089671963,1.7825893515731697,-1.2579531217002606,-0.37683600773188014,-0.09475015176129815
Q9RI65,0.19899552823811392,-2.2026445007699813,0.6093632342397105,-0.421304989289832,-0.14153454470450114,1.3305578732595937,-0.2220792164257973,0.8486466154526918
Q9RI62,1.4112330323385862,1.6190107115649073,-1.0591522686090715,-0.022766874584037047,-1.4645390104256504,-0.015858555484367716,-0.30572675244201547,-0.16220028235834943
Q9RI61,-0.6334112744538902,1.578602707641616,-1.2127614407450185,-1.434848501596084,-0.28552188061188744,0.34500019744165505,0.9377649709665438,0.7051752213570652
Q9RI60,0.5454726264063017,0.2255433904089875,0.1066020827303726,2.0570886367144747,0.14422038570846482,-0.6365504282852721,-1.2185232751530382,-1.2238534185302627
Q9RI59,-0.5275337346558925,2.0712337628545376,1.218838148516219,-0.19584294264532018,-0.6419471153056917,-0.2994085445219047,-1.0190335760575076,-0.6063059981844469
Q8CK69,-1.8017744948058196,1.5605521074910498,0.6714794445003698,-1.2610824375120833,0.2628502889131238,0.15307050563818184,-0.014446861412135081,0.42935144718730167
Q9S205,-0.09693484377650921,2.236491168934162,0.7233153506988234,-0.1268756078922355,-0.9000098959537867,-0.06538141436832264,-0.7014339138046992,-1.0691708438374175
Q9S204,-2.1025382431718125,0.23414414285864038,1.4104834592299564,0.18713249033218773,1.1211982090878114,-0.3157166450615081,-0.2548816514848991,-0.27982176179037466
Q9S203,-1.949413191052193,-0.7410938966325887,0.9671077008151489,-0.30792654727507335,1.5824539042918628,0.014439941860860738,0.11301073519436619,0.32142135279760903
Q9S202,-2.5164100546363426,0.19487141659522714,0.45316633182703514,0.7494579302131712,0.9200697770804247,0.05956191973491251,0.10760714735727725,0.031675531828288646
Q9S201,-2.1812350636273847,-0.9123918959168781,0.8123132078648412,0.3593018249737723,1.2029067287779567,0.22883029310399267,0.27035088172248445,0.21992402310121076
Q9S200,-2.0045500456127923,-1.2143433899197424,0.7599439270655653,0.4140572488649718,1.2220725394588448,0.11328805796552753,0.34533177635994783,0.3641998858176825
Q9S1Z9,-2.0612048743599276,-1.105058448528646,0.8873609927867575,0.4478719845967763,1.1769409666901918,0.120575450688312,0.2559308149477565,0.2775831131787869
Q9S1Z8,1.1968692550505402,-1.01309845788888,-0.5933339486304755,-0.4184510583897312,1.15919732731629,-1.527985289531731,1.1548828152293893,0.041919356844597064
Q9S1Z7,-1.0900200253417,1.846968003852407,0.6571878304385012,0.037546872683198645,0.9507901849960968,-0.5164141562213691,-0.8482516183854784,-1.037807092021662
Q9S1Z6,1.4141711357329136,1.321433331822457,0.7586831236301004,-0.6935397692218328,0.09055158652880886,-0.6450937056422005,-1.4768477780279818,-0.7693579248222668
Q9S1Z5,-1.18948753094429,-1.31693083670984,-1.301109013317306,1.19293180348935,0.7849345199065209,0.6533399331553014,0.5875817427376099,0.5887393816826515
Q9S1Z4,-1.9819919830041672,-1.1557965971260065,-0.28896465397745275,0.2453047300874037,0.797099209577057,0.9052101848385065,0.8869943527551196,0.5921447568495267
Q9S1Z3,1.9251484916665387,0.9540314857959352,0.2924730044328392,-0.6998721359976614,0.19466158424276786,-1.2606664886697645,-1.013524106135289,-0.3922518353353588
Q9S1Z2,1.4505703605727251,1.7876885607906803,-1.3083118519560746,-0.22015906688059136,-0.3913732284979625,-0.16231806294880521,-0.7926006355538042,-0.36349607552617336
Q9S1Z1,-0.9077755495604686,0.4625308325128016,-1.933370775090604,1.3960347926346088,-0.02366174963391151,1.0894854398325517,-0.24676776587368573,0.1635247751787177
Q9S1Z0,-1.1701176688180874,-1.8310075187445862,-0.22019506894407886,0.0045938252141386315,0.7963627592117049,1.4611620825239322,0.49552272044481027,0.463678869112182
Q8CK68,-0.11504410851697926,-0.3423365595495632,-1.8435898846140801,1.4177661946569209,-0.9671184862814393,1.12259274867323,0.37723845057551836,0.35049164505640124
Q9RIX5,2.067917107038953,0.7785748113107503,-0.6078200052620721,-0.6834539523222649,0.7194016997577599,-0.6197009292149436,-0.8983098665866289,-0.7566088647215693
Q9RIX4,1.126291215179026,1.4557704467285852,-0.22740033613599514,-1.8973699581452976,-0.5830902941313258,0.22671156358239644,0.48057698068183236,-0.5814896177592148
Q9RIX3,1.8604438892306983,0.6065531338672357,0.26486268842315214,-0.7301195849251605,0.15299248209165564,0.23444780746761437,-0.6310518445488599,-1.758128571606327
Q9RIX2,-1.7276352916600712,-1.0383112314790117,-0.8344903941560711,0.7661009125747444,0.9709465988683769,1.0543687598683242,0.7734366550381472,0.03558399094556279
Q9RIX1,-1.3292875407353872,-1.122750986561504,0.6277090200474379,1.200486911953083,1.6138054780156248,0.04013501632223114,-0.5338589918912975,-0.49623890715022867
Q9RIX0,2.1411945728972532,1.0026690149058926,-0.8723987148540849,-0.20749818072529902,-0.2901542442977647,-0.12629867609189188,-1.0962582433462706,-0.5512555284878393
Q9RIW9,1.7847547586711845,1.5707767466840863,-0.9339345215508214,-0.3952449057463686,-0.8355718249816539,-0.11377182601449469,-0.42068919255475995,-0.6563192345071737
Q9RIW8,2.0300058545521362,1.265100261668728,-0.033336812265211055,-0.48850121338222735,-0.7966079827328799,-0.4038519924115494,-0.7399853870437291,-0.8328227283852623
Q9RIW7,2.0161354340890387,1.2469865556110986,-0.538047674733553,-0.8041387449655255,-1.089514218406687,-0.14639587284771327,-0.3647060168648736,-0.320319461881785
