"gene","33h","41h","45h","49h","53h","57h","61h","65h"
"Q9S2J5",16.9000152043891,16.8086098995423,16.7519560228891,16.7019395969977,16.6846429283752,16.9756539857576,16.9987902941538,17.1421745493559
"Q9L0E0",17.0585222227683,17.0808126384804,17.3063093934705,17.2568609050566,17.231845064028,17.1759839203362,17.2524388290172,17.2305630281784
"Q9K4D5",17.3389183378405,17.2053446886636,17.0751354516428,17.0661057875237,16.8942233665857,17.0280653056665,16.9897417605793,17.1045611526398
"P46786",17.6950616834576,17.6390983301934,17.4311395334579,17.3511825388592,17.256441563135,17.2744967304254,17.3664439172921,17.2822680878239
"Q9X8N1",16.9212865509268,16.8493425138937,16.8294436205989,16.8462826596935,16.7883057527979,16.7819653136983,16.6560312259564,16.7004489485146
"P0A477",17.5721597095269,17.3507635134517,17.1249187327545,17.0151538825923,16.9118233069587,16.7880877580844,16.8804681426918,16.7873218725557
"Q9L0D7",17.4198728783488,17.2597744632209,17.1473743765114,17.0235497508428,17.0363995236357,16.8751005783981,17.0614022366055,17.0271198845543
"O88060",16.9166455836259,16.705491687075,16.6586625884896,16.5763136864492,16.439408348925,16.2593857274223,16.1756923314939,16.0888172066166
"Q9S2Q6",17.6269910679619,17.8547496884967,17.8697289760855,17.8696515378166,17.9812730176493,17.9303727616609,17.9516611071754,17.8954645945735
"Q8CJU3",14.5979119328967,14.9230894080075,15.0879960108526,15.6846746688046,16.5110591156494,16.8199707895635,16.8481802647805,16.9521921642201
"Q9L0D0",17.355012435003,17.2387564691916,17.1309061249917,17.0186837070969,16.8978464483341,16.8476172757378,16.8945526447319,16.8096881331101
"Q9RI46",16.791827588916,17.4946928019461,17.6454125001562,17.6507111872485,17.7220158481382,17.6517248758341,17.5651211571035,17.5176565294862
"Q9L0C8",17.5734638909867,17.4838489722709,17.5139547788862,17.4681634566082,17.4162292013596,17.4258031642782,17.393800792815,17.4073274345878
"Q9RK34",15.1721814121322,15.9381806509571,15.6269940990753,15.9029500418948,16.1368837642846,15.989490785518,16.0109398239567,16.0584586089443
"O88058",17.0872216558623,16.9567035271086,16.9467107203545,17.004958753973,16.872643982926,16.8988321479088,16.9692319067029,17.0230298005005
"Q9F2U7",16.5556343454368,16.5130922910345,16.4677792569639,16.4260239252974,16.3607406073718,16.2219528355329,16.0685742571158,16.0618036698166
"Q9ZBJ2",16.1937890523929,16.0483210790042,16.0800113296241,16.111321224377,16.2372078111659,16.242978664488,16.1627913092705,16.1469085607524
"Q9L0D1",16.9490595186619,16.8463028177849,16.9346972294828,16.8852007036322,16.8330324335923,16.8147604652553,16.847810268451,16.6927769329224
"Q93RV9",17.1379524823803,17.2848813363847,17.3753161685852,17.3211355142724,17.162302271909,17.0558729162617,16.9723891690361,16.8618702441096
"O86572",17.4563202906601,17.5789941436667,17.4505883684893,17.393196491132,17.4426059505423,17.4905586766031,17.5761231168627,17.5010581068719
"Q9FCH0",16.5649508354535,16.8022026503639,16.977145757923,16.9739091702007,17.2392490218046,17.3882026582563,17.3592511097769,17.4152801068218
"Q9K3J3",17.1653973534025,17.2069738634111,17.2600332043618,17.4963836369111,17.500336854187,17.5408288063354,17.5449223820357,17.5945370033887
"Q8CJU5",17.3328098271862,17.4004541126251,17.4981303006171,17.6885247007292,17.6140231613755,17.5682236950675,17.5179156666783,17.4436451146108
"Q7AKQ4",14.4023329842882,14.608817837258,14.8897387322894,14.6201681423533,15.1207912540712,14.9120793929569,14.8343796579471,14.938322387885
"Q9S2K5",17.4250694807119,17.4076889405471,17.404724674788,17.3802454826444,17.3270590889499,17.2944489524709,17.1923505472382,17.2101746715804
"Q9KXW4",16.6856489953498,17.1164790173272,16.7188051320343,16.9558772464921,16.6998431199819,17.1342057611119,17.1040957581151,16.9220890753093
"Q9L0D5",16.9064175478099,17.312286865958,17.280849666223,17.2970484033624,17.3109947209256,17.2567207636028,17.2939363289156,17.320344864555
"Q9S227",13.8244906419017,14.3690946670522,14.9096434391679,15.9106839725158,16.8751591544131,17.0886989029823,17.279787574915,17.3775369530028
"Q9X8S6",16.3674446815153,16.3156270933887,16.357942701976,16.3168229903837,16.4775927023022,16.3463377378734,16.4834487417392,16.4724214353067
"O50494",17.6885657770885,17.7996961329664,17.8077864447408,17.9025645438596,17.8084909294408,17.9636391038069,17.9348867225321,17.9524069253465
"Q9R339",17.1294513997763,17.354988986956,17.2948159135748,17.2666729635402,17.3994309957203,17.3925536960329,17.3936904260723,17.292427236099
"O50495",17.2892050524724,17.3514155435005,17.3205360521485,17.2703539253842,17.2375983151521,17.2219152084547,17.1581667359608,17.1727666671156
"Q9L0D9",16.8808586238433,16.8572643227451,16.8323320659775,16.8484974363022,16.7590353835025,16.7415685850657,16.7757409165405,16.7837973765739
"Q9ZBQ8",13.931910666045,13.8089037090584,13.7081992747635,13.7400223685969,13.7481358546345,13.3230816563076,12.9463725975084,13.1399720545671
"P60312",17.3579142029005,17.5264225710217,17.4394650047543,17.3278659319417,17.2969525507522,17.3634206363331,17.3024329248039,17.3199662609452
"P41102",16.2862165858556,15.7166544007673,15.6913812680259,16.2222961710234,16.5217559776334,16.5583474372422,16.6358668961821,16.4770309439313
"Q9RI42",16.7365303557233,17.2267069678124,17.2787644852867,17.3337551138683,17.3235633227715,17.3442246622844,17.1463269518288,17.1612424937754
"Q9K4C2",15.5045637693932,15.9317972849761,15.6992552029644,15.6888320695749,15.0586493988624,14.9192570770123,14.9270916839042,14.805085069419
"Q9KY56",17.3911792903607,17.6411635056796,17.6200584057155,17.6337973503918,17.592194845142,17.575550820117,17.5652539494482,17.52227734689
"Q9K4D7",17.1317192077371,16.9671937779892,17.078132795133,17.0565056352675,17.0348737933253,17.0896248699877,17.0769723014785,17.1910978419637
"O86535",15.8292698340485,15.6019068710093,15.4333781633391,15.4221965990117,15.0987887096115,14.7758154861794,14.4791344927366,14.3402599715764
"Q05558",17.3398560576045,17.4046053365733,17.4315828073751,17.4456890692243,17.4440755752395,17.4744617236923,17.4379977719909,17.4442613285441
"Q93J09",17.0484013086461,17.0231725743909,17.0604448305002,17.1117955952183,17.0119314856359,16.9398601159998,16.874852260505,17.0175945940948
"P52230",14.3492529132502,14.6458395649236,14.9658400558303,15.0263138827406,15.2408039556893,14.9976662994435,14.8818436206153,15.0165408411717
"Q9F325",14.1438582938618,13.8926672361515,14.2229725390144,13.8996364367961,14.0812783672005,14.3886129623273,14.2186755105015,14.3938406994077
"Q9Z501",16.9751428397484,17.114954673465,17.1207673422633,17.0897623174445,17.203104820277,17.2403125804135,17.2713732096673,17.2998673109897
"Q9Z565",17.2235987910512,17.448199052818,17.4318545101222,17.500064905933,17.5107109991422,17.3677423065165,17.3036259468813,17.1528511451253
"O69830",16.3241100952689,16.2926859802861,16.3180773648768,16.331039828269,16.2974490956381,16.4012238970899,16.2260396686895,16.2744230582215
"Q9L0N9",15.4341430750973,15.6167745313563,15.6448008340246,15.7100751762295,15.7160214344719,15.7699283092674,15.8980690347275,16.0185474247151
"P43414",15.3899554023999,15.4716857011026,15.4133366848683,15.4387850907332,15.2423375607729,15.0567215527121,14.8260466100533,14.8093925803387
"P49399",16.7218448614205,16.8616271270925,16.9247424524377,16.8706120380846,16.782827787313,16.7036373785987,16.6598574957969,16.6424995120147
"Q9L0D4",17.1433745099762,16.9869623298181,17.0416101523133,17.0298229760107,17.0540459573285,17.0298424152581,17.011855384068,16.9810612551551
"Q9WX06",12.5138232775353,13.730635074625,14.0677749864822,14.5110019337557,14.5962548734929,14.3409724555196,14.4504852749767,13.640898440177
"Q9Z564",16.8534644966611,16.6042880915954,16.307579089954,16.1708006864914,16.2369804418083,16.1948678638776,16.129236633762,16.0637365816027
"Q9KXU6",16.466684368976,16.4633473522337,16.4805478168884,16.612572001674,16.5395764456548,16.5487323837507,16.3497848222569,16.3570251198698
"Q9X8I9",16.811810095888,16.9348248677404,16.9285711780014,16.9355807454085,17.0073633473062,17.0395011954473,16.9923479379293,17.0425323868204
"O69879",17.0436912121542,16.8576218736491,16.8445442252637,16.7954422121757,16.7011262737287,16.6271342534476,16.4732307309255,16.4703803008332
"Q9S2Q7",16.3339284795311,16.4917950532792,16.5384411651147,16.4612575860638,16.5946945068701,16.6665798958232,16.6399301882069,16.7409437841715
"Q9FCL0",17.3293616868508,17.2342829070073,17.2626217746494,17.1914305519405,17.213564905328,17.1549786284141,17.1687247421988,17.1898715774904
"Q9KZA9",17.2467289875572,16.9808636915063,16.861452551997,16.7398607535613,16.6765919831433,16.5571686495823,16.5073068503957,16.5053161517965
"Q9L1D4",14.2268587968815,14.9488882053811,15.1925292793833,15.1542616486744,15.2786250123471,15.0476083586976,15.0168778318915,15.2173842270892
"Q9Z518",17.8621795988341,17.8894074579326,17.8118772870493,17.6689576036816,17.785799486713,17.7743126263443,17.6840400813725,17.6690267679358
"Q9RJ29",15.5225625280874,15.7830646357763,16.0522112212403,15.8939199326042,16.0000789360289,16.0205335568167,17.240810730186,16.5619692642618
"Q9KXQ9",16.7228384939309,16.5619591741562,16.4175426991586,16.3740444289687,16.437779423143,16.2263869547124,16.0279741329758,16.0925852149341
"O69198",17.0399809752561,17.0142150375,16.9800187470926,16.9194637408929,17.0095010303628,16.9057890398948,16.8174045199985,16.7908144192697
"O69893",12.3438200329373,13.3041523696378,13.5496763137898,13.6167392614942,13.6246123274355,13.4113157455656,13.1305663864118,13.0451234340909
"Q9L0D8",17.3188500850643,17.2711656097548,17.2190727594646,17.2255235058435,17.2544885407279,17.1323264355044,17.1289599143264,17.125675277191
"Q9L0G5",15.0100079393425,14.7101384232172,14.6694326170138,14.9028523465029,15.0537833812279,14.7164514864311,14.4506085828766,14.1948706589882
"Q7AKF3",17.1590824681542,17.3074387329819,17.3338767913185,17.3320984440238,17.4510881978664,17.4550899757314,17.5036613693579,17.498497044477
"Q9S2H0",15.5816252886095,15.968144705554,16.0068586146462,16.0091562797477,15.8049122156164,15.8014047162902,15.6837676582438,15.6001928582119
"Q9L0D6",16.4256658167569,16.5094303881871,16.3983545610131,16.4194038166246,16.306620669076,15.7894440909248,15.9428577387174,15.5458985208569
"Q9Z520",16.7809552704422,16.6960028457845,16.659129036746,16.6161416545228,16.6618512900884,16.6529186805886,16.6178274982751,16.6907008650033
"Q9L0M3",15.8613345518599,15.7326579648421,15.5611278488183,15.4992322752512,15.5420031073331,15.4848417797587,15.4979227942019,15.3854998435762
"Q9ZH58",16.7960846098016,16.7760394472326,16.8103618094499,16.8401992637512,17.0210930981556,17.1097129757256,17.096805210073,17.0857225375104
"Q9RIZ7",15.9583094037927,16.9549403168378,17.0328190014141,17.0438319738583,17.175904631178,16.8976384496429,16.7201743733188,16.5168841528552
"Q8CK50",16.5280557618285,16.5494094694476,16.6382980990327,16.7497441222944,17.1009706812037,16.8710389923254,17.1704192593128,17.0425182235765
"O88059",16.080816983376,16.2756358899863,16.2753167546569,16.2725616134858,16.0995399497139,16.0789824653146,15.9853546741537,15.9240381226476
"Q9F314",17.1261221035541,17.1391295874673,17.1587951762756,17.1550861924655,17.1080076587574,17.1355623507241,17.0567014091286,17.1144568514837
"Q9ZBW7",16.3529426988223,16.2476513251341,16.2335043676634,16.2193524006032,16.0726942954384,15.9881115564722,15.8383090135687,15.7144364439495
"Q9L286",16.6930725428642,16.3507289643788,16.3802776656116,16.2287996180487,16.2563163990362,16.3235702650804,16.371741848136,16.4218780479387
"Q9K4B5",16.53099349189,16.3999042226247,16.3932523438952,16.3096299402614,16.2234613094804,16.182171366432,16.022598710045,16.0100908237793
"Q9L0X3",16.4661849435888,16.032817916338,16.506901999152,16.6371425487743,16.2567139804816,15.9616143956179,15.6868925945257,15.6466559739309
"Q9FBP5",15.7062873572064,15.1297211115321,15.0989882998261,15.0750550766732,14.2308777845859,13.8958935890324,13.871776593735,13.9722866925036
"Q9KZM1",16.8611630711919,16.9510378530988,16.9800365579697,16.9196823460366,17.1831642317874,17.2454756198143,17.2593709558907,17.3174447011749
"P50589",16.4132708331679,16.2551218334926,16.3331812031165,16.2212222919501,16.1842306355138,16.1294809439239,16.1173582230185,16.0489258036103
"Q9KZW2",12.4253795721549,12.2074372410781,12.0782524796919,15.0772295249358,16.0541353099193,16.1953245520631,16.3892162650216,16.5692424192746
"Q7AKF1",16.2214714641225,16.4714148925903,16.4032771867898,16.4968888195038,16.4751012765711,16.5821220923344,16.5943872910609,16.5615025434151
"Q9RJK9",15.7071525955194,15.7582161559256,15.7404890894606,15.7050409718514,15.7466223729665,16.0813580872431,16.2350252010588,16.3966354420832
"Q9K4D6",16.2486723956216,16.1133082614241,16.0994007836625,16.1445046450983,16.1014354230021,16.2597612509547,16.1999739045109,16.1799818175035
"Q9X8U3",16.3314935778513,16.3018212989204,16.2440665056814,16.2885966567959,16.2455515033872,16.2228387111615,16.2123258931252,16.1499577065011
"Q7AKL2",13.0831011431226,13.5232374364385,13.28316645384,13.4920778028769,12.6192040377441,12.4874568570101,12.1664442693455,12.3589360809746
"Q9XAC0",16.5213163705059,16.5598391701367,16.571676967136,16.560282870192,16.6251991331736,16.6969431910504,16.6176253454304,16.7235100749734
"Q9ZC20",14.8110856526255,15.2933041719265,15.3395065140502,15.3624998665842,15.4311613590387,15.3352293198758,15.3118935177891,15.2377646244549
"Q9KXP5",17.1378435224375,17.1045639937084,17.0379936933687,17.0680749266841,17.0648234916789,17.0938236931981,17.1047440835736,17.0520196373499
"Q9F2Y1",17.2701118399242,17.21011974869,17.1658722778609,17.1381678969104,17.1231917422617,17.022223256806,16.8678101098103,16.8762202328369
"Q9Z527",15.7336438774324,15.5922031273928,15.7009714379427,15.6994460876136,15.6997706088801,15.6377994035549,15.4599891539667,15.5308354253094
"Q9XAJ5",16.8717305314671,16.9494998844819,16.9913294518242,17.0057009413432,17.0633700248727,17.2468987191001,17.2705539931677,17.3730248099773
"Q9FBR4",17.3137947368956,17.373046526623,17.2767764423019,17.1937281900612,17.1481397201228,17.107186851315,17.1036099771566,17.1021845404594
"Q7AKP2",15.370781031649,13.6883033618539,12.8762959542951,12.8528810506825,12.1323115257352,12.1073595679327,11.7605188836448,11.7944640269127
"Q9L206",14.2916654681652,14.5154238306118,14.1942969943219,14.5683620701531,14.3420732532114,14.0224518307463,13.7765120168337,13.6851481615975
"P40173",17.4425401460302,17.375088957132,17.366691618062,17.2882654222335,17.2787239248574,17.1679415292536,17.1051242775018,17.0424999901592
"Q9KY22",16.6945984189305,16.7707494441182,16.8693365601662,16.8588687251374,17.0026773098889,17.1112846681659,17.1276769584985,17.1532210125609
"P0A463",17.1070173254383,16.8706545366862,16.797156698851,16.7926862069642,16.7363097478007,16.6912869588222,16.6874839396163,16.686171083735
"Q9S2N0",13.572150218943,13.918171859399,14.0101795459101,14.5336124377149,15.3182536157964,15.6994324075836,15.7815341542825,15.7637917224733
"Q9KXU8",16.5064932430451,16.4775162797887,16.4414501543721,16.4159775164034,16.3120201182523,16.2518310630475,15.9519216804342,15.8964446622132
"Q9KZF3",17.0649381429772,17.2172834106752,17.1056051999614,17.1237975446654,16.9784994788016,16.9650358114953,16.887552802623,16.8851210315773
"Q9KZ90",16.7480424761447,16.7801195979581,16.8460590502756,16.8421515644195,16.744076202605,16.6859405477237,16.7887065646477,16.8097226276205
"Q9L0N8",16.6922013331983,16.9051164578835,16.8333253019437,16.8126388618153,16.812676019101,16.7139811906431,16.7428401634144,16.6460866835919
"Q93JL5",16.3431308000508,16.8547836061544,16.9531619170567,16.9382695594914,16.9819218264137,17.0058323880939,17.013705956768,17.0488294859398
"Q9XA42",15.7521443896209,15.8045920651495,15.7571512502271,15.7981579486929,15.8470937509463,15.6771474394817,15.557353883884,15.5013398178189
"Q9ADB3",16.1494493843715,15.8754760616468,15.7782498999418,15.6847215936707,15.5331026597542,15.3947904307617,15.181665475239,15.0831208666959
"Q9RKY0",14.760769948511,14.6269538193995,14.7776640327195,14.7117420133401,14.5696022326503,14.4303798235304,14.1787914254475,14.1354162101121
"Q53874",17.319658885953,17.2254417543203,17.2366811920093,17.1878044026474,17.2033936294188,17.2199482362623,17.2445191334712,17.2918283846614
"O86504",16.6225458190295,16.5694812548668,16.5995298839459,16.5991052595409,16.4852752197103,16.4100568257062,16.29116782764,16.2521349554375
"Q9XAI7",16.2653996364419,16.1375787869035,16.2023479674423,16.1593836587363,16.101796628884,16.0738323281973,15.9752699404793,15.979237423163
"Q93RW6",16.0242041422208,15.8462256000823,15.730165028606,15.7151023729821,15.5990697867684,15.6930204763207,15.5750449362215,15.5974942955554
"P52215",16.5972960710613,16.5907289915505,16.5756435235811,16.4663286381332,16.6147770528018,16.50409050652,16.497058778333,16.5444544368633
"O69913",16.050745536052,15.7997016763095,15.8203674279059,15.6783945536257,15.53488772681,15.2836726200562,15.1430009813979,15.1728991132358
"Q9RD22",14.4131304637235,13.9723170956007,13.1866979837992,13.3824607252589,12.5588664840695,11.9015780897968,11.6659804968722,11.4883352272741
"Q9K418",16.316639902255,16.3996217151298,16.4455211305676,16.5141182408284,16.5036160018633,16.4279874637538,16.2985348053565,16.4040958511418
"Q7AKQ8",16.6880334422268,16.6095547708162,16.5893301879627,16.607446577185,16.517326689758,16.4133381704192,16.3529027547217,16.389424728927
"Q9RIZ8",15.4794983052608,16.6043732413453,16.7501010507098,16.8348602510745,16.9078001000654,16.8443239338046,16.6295439440779,16.60080833021
"Q9L0M4",15.5473564394371,15.6418670998508,15.7851982151064,15.6552822592392,15.5506312965233,15.6548927210228,15.4573709828133,15.4901528253046
"Q9KZ91",15.9920887052459,16.0657402699913,16.0935898082711,16.0584593181263,16.0410896498097,16.0642339212032,16.1659560496167,16.2441615978093
"Q9L0Q9",15.4740676280143,15.2239913216105,15.1035220562369,14.9978196609022,14.2794652057532,14.0700442873939,14.335489375789,14.2565066967374
"Q9X819",16.2555870475376,16.0748388023185,16.098511205004,16.0871256528572,16.1203246648592,16.3640986821066,16.3510446956035,16.4093497577737
"Q9KZV9",11.5075280350367,11.2641435021108,11.2383586840834,16.5962370988793,17.4518019566515,17.5845680976007,17.7341836942716,17.6201038273033
"Q9L0D3",16.0367425870328,15.942975028274,16.3251988607463,16.0021152618638,16.4234057509662,15.1011795932795,15.5590259651073,15.445911246995
"Q9L2K3",16.3005374997469,16.3742195274945,16.3778667354678,16.3584544012281,16.282395226527,16.3484044309461,16.4456462275077,16.5180145585464
"Q9XAD4",16.1834158043473,15.9560005793584,16.0473646017562,16.1146720675363,15.9825227221499,15.8814546561344,15.8006850970857,15.8158218469593
"Q9KZR4",14.9547964278172,15.7424544818674,15.7807575908925,15.5255951552059,15.7552858486461,15.5049058584487,15.2733290567661,15.2592728443223
"Q9FBI9",11.1174018563683,11.8893947361936,12.4281021874782,12.260413133283,13.7861620676091,12.6547125405657,12.6959464136836,13.0051683138071
"Q9KZQ3",14.4573235933828,14.817290711931,14.7383841223359,14.8757673893312,15.1726443968004,15.1628758106602,15.2165966596423,15.3166468473176
"Q9KY21",15.7678084118674,16.1424708004302,16.1614920121556,16.2534653399549,16.1419345769909,16.0312066760765,15.8532627231673,15.8940461659423
"Q9KY20",13.6949217516073,13.2689710163929,14.0310547981735,13.6743548038532,13.5346169654343,13.515479970343,13.1564069293489,12.8258518933993
"Q9K3J6",15.9815922660404,15.9064705970222,15.7870735509238,15.9201092102726,15.8618975938457,15.7835592440694,15.6912507250252,15.6180405581527
"Q7AKF0",16.8203838030886,16.2271923768431,15.7362364449228,15.3899882129389,15.1478479761056,15.4108909335825,15.6127119767515,15.6019549960833
"Q9S6T8",16.582001092618,16.4313480654218,16.4437041815856,16.4365820678806,16.4183155277255,16.331595772581,16.1697459575414,16.1744026340678
"O86770",16.2010383181565,16.1892679697556,16.3147764860774,16.3573778881771,16.1292247436955,16.094191444909,15.9082905885753,16.0260385980235
"Q9ADG4",13.2944179232503,13.2303433993537,13.494814988799,13.3440218787119,12.802872529591,12.0728945112077,12.2093368183518,12.3406032348318
"Q53875",16.9876340800343,16.8251804630007,16.9218529242857,16.8401724528947,16.980758877712,16.9057676541132,16.8458537779109,16.8951200266797
"O50511",16.0368809174515,16.0189730902249,15.9910742770744,16.0333752737248,16.0419006837289,16.0200867097412,16.0623679234158,16.053351190375
"P60515",16.7083950415409,16.6286982951945,16.5032570260083,16.3098058248028,15.8330510687124,15.873935049311,15.8826185468254,15.7631248340872
"Q9L0I7",16.5433720344165,16.294818723986,16.1945332532321,16.109464247414,16.1191806208974,16.162205031224,16.106485254092,16.1460647875161
"P0A3Z1",15.89547005577,16.1295582553231,16.1443548441606,16.1809345897619,16.1009899977362,16.1266999745439,16.143158597281,16.1199694214568
"Q9RJ61",14.5983567195018,15.4649357425818,15.4828905560253,15.569558224563,15.8731079428227,15.9709273008315,16.0573005695096,15.9102461135131
"Q9S2R8",15.6385093982608,15.8687809986134,15.8720465591534,15.9285988015381,16.1488907240271,16.2235250984128,16.2538454312205,16.415698890008
"Q9X8R4",14.7244389149389,15.1514336085599,15.2475108643747,15.4086674860971,15.547112404771,15.1089857691202,15.0707275503715,15.5136716053304
"Q9KXQ4",16.170606757328,15.9938937927492,15.8911249459737,15.8647889166277,15.8255254606993,15.6554119933186,15.5844250547595,15.5754945927865
"Q9RK35",16.2552732951104,15.5800678418654,15.3968545128296,15.3497749542498,15.0189183093366,14.9085608791436,14.8618014237223,14.9516851095913
"Q9XA02",14.9426171909678,14.8958516799973,14.9520477160749,15.0583687418307,14.6837524599389,15.0590530779014,14.9954436891961,14.9734519969201
"O86644",13.6225679635246,13.3589978555619,13.3307040385507,13.4002921333828,12.6597755414602,12.2252138865198,12.2805641873572,12.3838583967725
"Q9L0L0",17.0043034558997,17.0152932058837,16.9854018236942,16.8703479648708,16.8509867309101,16.8708318678074,16.8651152922416,16.9974781187721
