gene,PM,MM,BN,SN,PMN
ENSG00000000419,15.42816,20.72889,20.32883,22.62145,32.21675
ENSG00000000938,80.44345,371.44338,436.13697,305.04836,430.06732
ENSG00000001036,16.944445,7.4629529,4.3292776,3.3736852,0.9912186
ENSG00000001084,17.6020728,4.5930597,3.8194131,3.2905121,0.8418009
ENSG00000001167,11.02384,15.80978,25.36169,27.61735,36.06021
ENSG00000001497,9.6359523,4.7380797,3.0638806,1.8775705,0.8849249
ENSG00000001561,9.0484515,61.2722107,40.6343635,4.3540066,0.4996687
ENSG00000001630,7.770832,6.439512,3.702047,2.365871,1.896327
ENSG00000002549,16.211779,7.760115,6.136963,18.110809,37.931839
ENSG00000002822,9.465891,7.48597,8.255699,4.987928,6.080869
ENSG00000002834,49.71801,116.91713,159.66792,165.59894,177.21916
ENSG00000003056,87.2959,49.78385,30.11766,24.22251,23.05266
ENSG00000003400,23.01849,60.75782,34.76785,10.90603,10.98376
ENSG00000003402,115.3492,194.9417,235.3677,517.8479,758.017
ENSG00000004059,44.8047,69.67305,75.45546,78.45031,111.51367
ENSG00000004142,14.493232,11.101207,12.648641,9.15073,9.310496
ENSG00000004455,87.11625,54.93662,46.50757,30.27767,13.01691
ENSG00000004468,13.842058,1.627571,2.207351,4.22759,1.400937
ENSG00000004478,11.1645693,0.8832963,1.2118807,2.110237,2.1019091
ENSG00000004487,16.5257654,7.4961173,4.4449286,3.8225366,0.8301038
ENSG00000004700,13.058465,8.583597,10.606966,11.556223,10.81575
ENSG00000004766,10.010407,10.027673,9.140465,4.767171,2.436166
ENSG00000004779,23.049891,17.443527,14.566487,7.377239,3.857025
ENSG00000005007,15.72039,14.38563,20.6196,46.48073,96.81892
ENSG00000005020,19.9559,52.79449,76.72872,109.66003,131.60668
ENSG00000005022,80.67301,44.2816,31.46223,25.42095,22.64837
ENSG00000005075,16.23686,20.70144,25.00862,27.4142,31.55036
ENSG00000005156,26.973784,48.019505,39.940781,6.728758,3.008461
ENSG00000005194,10.455599,7.133629,5.818553,4.760802,5.135908
ENSG00000005381,2132.218971,57.93372,94.270628,248.232327,1.985061
ENSG00000005810,23.36212,30.80446,37.43933,28.00559,28.06884
ENSG00000005844,7.117227,31.026868,53.250422,93.379801,111.49743
ENSG00000005961,0.7323033,0.9907908,2.2465557,4.6574372,0.1234773
ENSG00000006125,23.13152,25.52185,34.97871,25.66884,25.18875
ENSG00000006451,3.714951,5.271234,4.831736,3.685652,2.943853
ENSG00000006530,8.3211426,4.8780712,1.9816957,1.8860312,0.2731498
ENSG00000006534,34.497367,63.334112,63.527069,27.61209,9.183827
ENSG00000006625,16.2084741,4.3812812,2.2019618,3.5571483,0.6916515
ENSG00000006712,10.85242,12.90416,18.3254,22.92075,42.71987
ENSG00000006715,28.3444,31.00112,29.90887,49.80211,58.74699
ENSG00000007080,5.569864,4.847143,4.143193,1.905219,1.917185
ENSG00000007168,47.05292,67.76871,79.04389,112.23874,141.83358
ENSG00000007237,19.60991,70.36394,59.73155,22.49201,44.30405
ENSG00000008018,48.67598,48.10837,50.42786,52.9103,72.08397
ENSG00000008130,67.79266,178.95461,261.81201,423.19231,530.09904
ENSG00000008282,26.219089,19.550558,13.725306,9.063981,5.750148
ENSG00000008394,47.671611,12.332635,4.245394,7.671317,0.913329
ENSG00000008438,86.65835,1685.80869,2586.4091,423.59654,49.42484
ENSG00000008516,2.677665,33.995979,117.842578,359.015484,1045.544925
ENSG00000008869,17.34893,25.74669,21.32137,12.92725,7.63067
ENSG00000008952,31.50425,58.43877,77.60957,55.17902,46.74062
ENSG00000008988,946.6217,487.951,293.64123,214.425,38.90134
ENSG00000009307,121.1652,108.0457,125.6203,151.3586,238.0507
ENSG00000009335,28.62634,42.25202,39.14979,17.61922,14.65299
ENSG00000009790,5.544104,41.218097,77.928605,83.819895,43.016813
ENSG00000009844,14.92609,20.98992,24.17854,18.85528,13.7795
ENSG00000009954,25.633085,16.000177,12.066806,8.655535,6.676329
ENSG00000010017,19.46662,31.74787,36.74706,25.30779,22.77761
ENSG00000010244,100.19758,110.26799,90.85557,72.50588,97.94288
ENSG00000010256,48.59377,71.29822,71.72311,27.77871,19.03178
ENSG00000010292,45.16845,45.90997,36.81914,15.13055,11.91834
ENSG00000010671,24.94656,42.1158,49.56579,41.20424,31.14545
ENSG00000011009,13.82164,20.72556,23.04989,19.96995,23.99745
ENSG00000011052,3.2592909,0.3742566,0.2666015,0.4690645,0.0338346
ENSG00000011260,23.33233,14.511969,12.219566,6.32326,6.454702
ENSG00000011304,64.04634,26.8224,19.27413,23.28426,26.7226
ENSG00000011422,13.68315,37.98713,142.19553,515.14288,425.00714
ENSG00000011485,10.4048251,4.4698679,2.3616056,2.4516657,0.2227904
ENSG00000011600,93.84311,321.65783,425.12625,616.70598,784.35602
ENSG00000012223,376.63369,18338.39217,10571.54694,666.33028,35.10759
ENSG00000012660,64.36105,124.65131,124.79247,182.51129,236.92092
ENSG00000012779,35.11563,308.8704,411.69689,384.71556,357.17104
ENSG00000013275,16.19333,20.19149,24.50324,19.48313,19.12923
ENSG00000013364,24.66826,58.79761,78.76396,174.63945,258.43573
ENSG00000013374,12.18754,20.16563,20.45559,44.14712,70.25598
ENSG00000013375,8.573674,4.672073,2.815326,1.625444,1.786214
ENSG00000013583,6.720644,2.913083,1.856189,2.168159,1.91663
ENSG00000013810,35.5647,27.90599,27.22203,52.45122,83.41536
ENSG00000014123,8.195491,8.87675,8.46715,4.409959,1.792748
ENSG00000014216,43.34735,63.09333,75.96078,56.83733,40.82288
ENSG00000014257,14.69559,37.55197,38.80265,29.15602,43.56508
ENSG00000014641,39.1345,35.87536,20.21861,10.95428,3.05116
ENSG00000015285,25.13738,50.19616,63.97122,118.58685,163.32719
ENSG00000015475,25.58282,50.37361,74.16969,110.11625,181.87247
ENSG00000017797,28.49594,20.56171,24.45774,58.16499,96.60261
ENSG00000018510,27.077876,45.728411,34.7867,7.201465,2.32147
ENSG00000019582,28.22564,57.50122,82.16285,151.17466,110.5307
ENSG00000020129,5.6547504,2.8724407,1.9641115,0.9765172,0.4361487
ENSG00000020922,22.180239,11.523723,9.155264,11.083733,11.550934
ENSG00000021355,511.0026,296.1037,312.8158,204.5379,170.1102
ENSG00000021776,14.91742,20.83531,23.30368,17.32487,10.64715
ENSG00000022277,50.55606,112.64814,148.00979,168.61022,200.30391
ENSG00000023191,59.95772,29.23368,25.97503,14.76838,11.09771
ENSG00000023228,29.27144,25.15489,27.16286,22.73307,22.44369
ENSG00000023318,8.075995,9.813515,10.681562,13.179602,16.071299
ENSG00000023697,13.277139,8.181265,4.823529,4.572261,4.648799
ENSG00000023734,16.15331,18.49433,19.69726,19.86644,21.91081
ENSG00000023892,37.21557,47.43365,74.68051,87.23493,83.32994
ENSG00000023909,19.62527,37.44896,52.83628,16.86034,4.69479
ENSG00000025708,4.886191,17.487626,37.082254,118.5572,165.219138
ENSG00000025770,23.347952,11.897461,8.865312,11.366784,12.983022
ENSG00000025772,5.012567,4.47122,3.076097,1.807591,1.021831
ENSG00000025796,31.4026,76.09493,47.69345,20.25125,22.47852
ENSG00000026025,166.2073,1246.2278,1659.6596,986.1311,346.9478
ENSG00000026297,63.02513,79.24532,98.97784,302.30543,489.77245
ENSG00000026508,14.61395,49.89804,177.08989,197.73058,74.98564
ENSG00000028528,22.60883,32.93536,43.58688,41.02134,43.79192
ENSG00000029725,15.73815,13.70793,13.58957,15.48735,20.2555
ENSG00000029993,21.8296697,18.8120226,5.5416074,3.4701611,0.1565986
ENSG00000030066,18.887466,8.136779,5.634125,7.301648,6.641875
ENSG00000030582,282.2785,476.669,460.2208,291.0852,160.9566
ENSG00000031698,21.46897,23.62892,29.04274,23.75509,24.73594
ENSG00000031823,14.20035,15.12901,15.08174,20.9968,26.2315
ENSG00000032389,9.650222,7.658274,7.682907,5.547955,3.064476
ENSG00000033011,5.5261906,2.9494355,1.7741449,1.1190295,0.1484005
ENSG00000033030,17.649742,13.982553,9.327138,10.435341,16.082191
ENSG00000033050,9.668593,5.792939,4.277689,2.224645,1.191138
ENSG00000033178,20.72246,23.97705,29.05202,16.69991,17.39385
ENSG00000033627,10.56789,25.96614,38.56489,47.74943,49.03685
ENSG00000034693,7.5099182,6.3576446,2.8146959,1.742459,0.4170834
ENSG00000034713,26.65412,58.56041,72.28638,106.64385,130.01757
ENSG00000035403,52.04836,89.74853,126.46827,73.65054,30.80291
ENSG00000035664,9.393605,38.230345,69.189706,91.33847,78.552992
ENSG00000035687,42.71879,221.36918,181.94653,36.05034,21.89235
ENSG00000035862,14.03607,31.92804,43.2703,68.68397,58.3548
ENSG00000035928,22.19572,14.698006,17.891571,11.687806,7.331558
ENSG00000036054,15.49928,15.87292,15.88432,19.36803,29.14975
ENSG00000036257,24.6998,41.70386,50.13236,80.67163,106.51406
ENSG00000037474,13.825838,15.234685,15.226512,8.133098,8.065512
ENSG00000037757,13.773764,6.466342,4.616439,3.236757,1.150664
ENSG00000038002,11.7146214,16.6820018,13.5033645,4.8640315,0.6925472
ENSG00000038219,17.06098,43.53343,70.11076,151.68386,219.8478
ENSG00000038274,17.73078,32.76459,42.75257,61.70461,73.45038
ENSG00000038358,21.56357,15.9105,15.4014,13.4129,15.40628
ENSG00000039123,29.335609,22.380212,21.681627,12.512984,8.764948
ENSG00000039319,16.24513,40.23989,45.784,74.05192,104.55704
ENSG00000039650,27.68762,22.70935,19.39167,22.58721,39.93457
ENSG00000040341,55.71018,54.13051,59.93145,47.6216,46.36862
ENSG00000041357,60.28985,61.69877,55.40352,55.23457,55.34214
ENSG00000042088,18.903736,21.254896,14.257351,6.878817,7.733485
ENSG00000042493,53.95375,216.82036,307.09303,108.01377,13.92533
ENSG00000042753,37.5957,27.26148,21.06253,16.29036,13.22431
ENSG00000043093,17.02638,23.04705,27.57268,30.51152,36.11458
ENSG00000043462,90.70093,167.85888,114.70397,264.37028,319.83418
ENSG00000044446,19.91763,19.38682,24.33528,26.29518,21.02359
ENSG00000044574,35.45667,16.2936,17.32823,29.5852,51.74561
ENSG00000047056,13.84278,17.99735,22.01192,15.60967,13.08723
ENSG00000047230,6.2231661,2.782193,1.2080718,0.9232024,0.1594467
ENSG00000047249,13.94738,22.51747,28.41763,19.97188,17.71767
ENSG00000047315,32.17707,38.10739,41.04673,37.11121,42.4549
ENSG00000047410,37.63534,35.26798,34.079,80.54496,177.38388
ENSG00000047457,0.1480459,0.1011498,0.1759893,0.26019,0.1335532
ENSG00000047579,4.756504,2.736025,2.033511,3.083097,4.924673
ENSG00000047849,6.307714,7.648806,7.306176,3.257718,1.474798
ENSG00000048162,9.258571,1.676855,1.166185,2.086957,1.507749
ENSG00000048649,16.31924,19.28516,21.45935,33.14541,44.21119
ENSG00000048828,38.19837,31.75174,36.1149,67.60178,85.08649
ENSG00000049239,24.346604,32.214286,27.297311,12.662653,4.401611
ENSG00000049245,31.59677,115.8336,154.25633,116.10708,120.39554
ENSG00000049541,17.943708,6.495913,5.534912,12.277622,14.464627
ENSG00000049860,21.6276,29.60907,24.47724,43.16547,45.80856
ENSG00000051382,23.99245,34.9018,32.39128,20.17727,18.60801
ENSG00000051523,265.3027,396.2012,522.9598,391.474,361.8563
ENSG00000051596,15.1134157,3.9868427,2.5812869,2.2943968,0.7150385
ENSG00000051620,14.99597,31.99613,50.93566,62.04074,57.82331
ENSG00000052749,31.23935,55.59541,134.53011,164.92724,76.57605
ENSG00000053371,15.922216,6.670277,3.892135,3.294518,1.069977
ENSG00000053372,7.78486975,0.70958939,0.56128804,1.13600155,0.07342435
ENSG00000054116,16.86477,23.49715,24.62781,21.67348,26.623
ENSG00000054118,35.77011,37.31531,41.00344,57.03517,69.46778
ENSG00000054148,20.3362829,8.312205,5.2636138,2.8726913,0.2993982
ENSG00000054523,12.41739,39.09386,62.32051,48.88577,28.23882
ENSG00000054611,6.574971,7.649554,9.612026,17.657404,28.394671
ENSG00000054983,13.64087,26.53309,29.61264,26.32414,35.37755
ENSG00000055044,37.350054,9.078158,5.250259,6.353269,1.743878
ENSG00000055130,21.086295,13.358788,9.18816,6.275248,2.570168
ENSG00000055147,13.6472,19.48543,21.44744,13.98039,14.33557
ENSG00000055163,57.01077,139.36627,219.75741,150.02975,70.60566
ENSG00000055332,10.78489,30.95926,49.2511,61.78939,39.04187
ENSG00000055950,11.612954,12.944796,9.757088,5.780243,4.115829
ENSG00000056050,10.159928,9.762374,6.533872,3.646888,1.591205
ENSG00000056097,15.6368,22.59363,26.68215,21.8094,14.94256
ENSG00000057608,96.8059,103.33143,96.99524,90.66305,102.22404
ENSG00000057663,14.58473,18.76108,20.1384,15.65279,14.36634
ENSG00000057757,17.16817,11.23987,11.23529,12.22993,21.33103
ENSG00000058063,62.9762,117.3207,164.7286,147.142,100.7762
ENSG00000058262,46.88577,29.77639,27.46915,17.47126,15.95795
ENSG00000058668,28.134616,10.36427,6.832704,12.712398,26.657677
ENSG00000058673,37.72996,43.80375,46.01058,74.82158,110.28639
ENSG00000059377,14.22101,33.26614,57.5124,159.24535,355.05225
ENSG00000059378,11.79001,34.94891,40.0705,29.65666,40.4442
ENSG00000059573,13.80916273,0.86518828,0.80814421,1.98962462,0.02939047
ENSG00000059804,8.001032,171.820975,476.367991,746.028709,616.953677
ENSG00000060237,43.88601,75.17617,80.43873,99.66868,125.86064
ENSG00000060339,20.172714,20.188576,14.167872,9.97607,9.954278
ENSG00000060491,12.04789,17.3461,27.85652,43.47373,51.77932
ENSG00000060688,31.402757,23.030635,14.276444,7.597073,6.082816
ENSG00000060971,22.54454,41.76397,54.8865,55.01842,51.80232
ENSG00000061794,11.578992,6.2454836,4.1435211,2.7605849,0.9300935
ENSG00000061936,14.16891,18.28175,17.93643,15.28267,22.71825
ENSG00000061987,21.19697,30.63647,29.92143,35.07026,37.66472
ENSG00000062485,69.09077,77.212,47.9992,21.62583,18.89569
ENSG00000062598,19.55776,28.58756,27.57153,21.91179,19.99377
ENSG00000062716,23.53294,27.77461,56.0781,557.83973,1288.29178
ENSG00000062822,26.443637,5.022605,3.133562,3.036654,1.202771
ENSG00000063046,215.33477,179.53022,146.53789,87.8421,67.25808
ENSG00000063177,507.6388,234.33391,166.26042,122.1005,35.27048
ENSG00000063241,9.96621727,0.48462636,0.69690226,1.10089946,0.06225546
ENSG00000063854,15.55942,16.26028,17.02983,13.0365,12.91337
ENSG00000064012,23.15367,48.32041,88.23999,219.94212,326.51584
ENSG00000064419,22.61972,26.65027,36.70782,36.69325,19.10349
ENSG00000064601,51.45502,58.20065,75.24611,67.75918,58.84982
ENSG00000064607,45.05402,24.90995,18.46295,16.06886,12.08714
ENSG00000064666,82.94684,323.55713,364.2588,345.82528,434.63087
ENSG00000064763,69.05336,174.36123,117.57781,35.29659,64.98166
ENSG00000065000,17.04968,12.73158,12.15705,14.38479,19.58556
ENSG00000065135,5.169583,10.920838,14.080996,18.242572,25.561737
ENSG00000065150,30.5880971,7.4279978,3.6419716,4.7777438,0.6063037
ENSG00000065183,5.910636,1.666682,1.330188,1.346288,1.167468
ENSG00000065268,5.1228234,1.4667888,0.8137401,0.99093,0.2531429
ENSG00000065357,30.71196,50.91715,58.83073,43.78333,43.04872
ENSG00000065413,28.47978,53.16284,86.78715,191.37234,279.39089
ENSG00000065427,32.93743,21.78802,18.42603,13.80336,15.55422
ENSG00000065485,11.72815247,0.845419,0.92895255,1.94918046,0.07698818
ENSG00000065491,11.570878,5.92369,5.128289,2.61036,1.533743
ENSG00000065518,38.40873,45.67781,39.34477,27.2037,20.44561
ENSG00000065534,0.15659929,0.21518156,0.5569952,0.85912988,0.09500569
ENSG00000065548,20.15527,23.14418,24.51895,19.92226,22.69544
ENSG00000065559,8.029389,9.864212,15.77837,50.561051,101.647085
ENSG00000065613,27.26616,45.96215,56.15238,46.98907,63.84311
ENSG00000065615,17.57602,48.95703,77.40049,135.88155,192.34491
ENSG00000065809,231.48176,238.87282,218.45739,139.57401,77.17575
ENSG00000065882,41.93024,37.87005,48.98887,116.64591,152.18316
ENSG00000065978,199.36846,91.61719,71.93541,49.88786,27.26207
ENSG00000066027,18.59138,100.47325,168.3583,172.41925,106.89816
ENSG00000066044,17.930711,11.314976,9.372617,6.844519,5.104174
ENSG00000066084,8.176068,13.454734,20.18542,41.752132,68.363176
ENSG00000066136,19.20661,31.01057,34.05802,39.82864,59.7478
ENSG00000066322,24.56533,29.64099,25.85874,24.35114,26.82779
ENSG00000066336,41.05445,81.48255,112.16172,216.63235,291.75769
ENSG00000066427,14.97013,18.6372,18.91608,18.2867,20.17212
ENSG00000066557,5.9012165,5.6846458,5.1435003,2.4901914,0.7251347
ENSG00000066583,5.1997529,1.208306,0.9675807,2.7869866,2.7561262
ENSG00000066654,14.09192,15.1979,16.83878,16.03361,41.46576
ENSG00000066777,54.31703,126.67686,107.54053,44.77194,38.95101
ENSG00000066926,26.5727082,4.3327051,3.182551,2.1540587,0.3475475
ENSG00000067048,24.44988,21.56169,26.70917,55.64936,233.14974
ENSG00000067057,2.15099675,0.4688014,0.68564775,1.63769209,0.09327343
ENSG00000067167,43.95306,31.25745,28.24266,25.30328,19.67699
ENSG00000067225,334.1535,384.87737,449.70552,165.40793,28.70165
ENSG00000067369,8.365763,3.565943,3.17718,8.35513,15.705307
ENSG00000067560,139.0226,218.4515,235.5583,306.0955,380.9908
ENSG00000067704,14.582722,20.629992,23.175484,8.662672,3.053677
ENSG00000067900,29.76427,66.62351,78.36578,107.40931,116.59873
ENSG00000067992,11.29845,24.6963,33.99915,41.63922,34.01351
ENSG00000068024,33.01678,35.82762,33.38657,33.89943,38.03398
ENSG00000068079,11.18969,27.42656,35.81177,25.67486,28.16899
ENSG00000068120,17.01759,11.04685,10.78072,11.04414,11.95732
ENSG00000068366,5.954457,3.627293,12.15224,66.216853,96.68952
ENSG00000068400,20.43022,24.70295,28.98169,28.97786,30.61924
ENSG00000068650,12.30193,58.99121,74.90126,60.84366,58.20757
ENSG00000068796,14.525587,13.162754,13.512226,12.408104,8.981171
ENSG00000068831,55.82671,47.02564,69.04936,78.65252,80.50006
ENSG00000068903,10.46398,17.67972,23.53423,20.32188,26.75945
ENSG00000069248,11.76206,7.702517,7.007584,4.737792,5.103152
ENSG00000069275,39.145219,19.730202,10.244453,7.216179,1.217914
ENSG00000069329,37.24722,56.03229,57.03437,43.95222,61.32892
ENSG00000069345,17.86866,24.96784,32.06926,33.30975,33.60597
ENSG00000069424,60.20261,38.98776,51.19515,51.14842,31.89478
ENSG00000069849,18.652957,6.106332,4.289246,5.924303,1.177707
ENSG00000069869,61.56987,89.44523,76.40221,101.88131,151.74796
ENSG00000069974,74.60979,188.08977,199.57139,109.26912,75.67754
ENSG00000069998,5.133763,1.307848,1.422552,3.071701,2.1823
ENSG00000070010,14.93024,20.89732,24.08037,27.35115,41.4341
ENSG00000070061,9.786033,9.745679,8.800571,3.983456,2.128863
ENSG00000070081,503.85894,106.01897,46.6392,53.12716,12.65904
ENSG00000070214,33.447067,14.542145,12.156496,11.147232,2.716971
ENSG00000070367,24.24973,28.66217,27.1689,17.27991,12.88879
ENSG00000070669,8.839327,3.323279,6.207158,4.462943,2.164717
ENSG00000070756,371.8562,331.1213,264.0766,254.9511,248.7916
ENSG00000070761,18.207483,9.190631,7.117473,9.410259,9.572273
ENSG00000070770,12.686388,11.179419,9.423568,5.757307,1.753616
ENSG00000070785,6.82084889,1.75963357,1.12754832,1.21123448,0.09721493
ENSG00000070814,6.728519,2.959042,2.810745,2.556002,2.546609
ENSG00000070831,127.037,268.2898,345.3484,350.0932,378.5781
ENSG00000071054,7.988235,19.845563,85.982025,172.819131,162.666516
ENSG00000071082,995.2795,504.29368,333.20651,242.01526,66.70852
ENSG00000071127,78.17527,245.51186,269.75093,228.28306,201.93972
ENSG00000071242,7.920908,37.077742,43.360848,7.014037,1.464703
ENSG00000071537,22.14866,34.01365,39.74749,49.54221,74.18921
ENSG00000071539,4.8731386,2.6492393,0.7906617,0.7046134,0.0883868
ENSG00000071553,34.63786,36.08642,37.96459,43.26266,48.48568
ENSG00000071626,30.219895,18.501109,12.859578,8.231046,6.615638
ENSG00000071655,16.9054904,9.2413084,6.4218251,3.0148034,0.8984051
ENSG00000071859,14.89225,17.24213,17.47392,14.03992,14.2643
ENSG00000071894,28.94242,16.407628,14.982812,7.455128,5.659326
ENSG00000071967,36.563259,19.970739,8.454758,14.716582,24.468282
ENSG00000072062,3.938282,9.986179,24.665177,43.232841,46.09153
ENSG00000072110,182.0911,202.7918,230.3343,246.4626,329.2205
ENSG00000072135,37.28077,69.53383,53.23993,25.70128,24.03635
ENSG00000072210,25.0631994,17.8472171,9.7518316,4.3234542,0.8444511
ENSG00000072274,201.86054,27.63858,22.622,20.75904,17.47133
ENSG00000072501,34.683603,18.162585,10.981365,10.231012,9.282298
ENSG00000072506,21.789914,17.80772,11.757436,5.2831,1.826974
ENSG00000072518,12.45543,29.41723,36.94207,55.69336,64.22745
ENSG00000072756,11.115043,9.475837,9.495706,10.809836,16.921171
ENSG00000072778,114.26646,69.35407,66.35425,80.73685,80.03977
ENSG00000072786,35.91412,87.84978,116.88146,178.43413,268.48094
ENSG00000072818,55.36145,119.76298,188.56262,143.5931,83.90155
ENSG00000072958,34.41607,45.94839,64.88584,42.19623,31.14101
ENSG00000073050,10.716712,8.839519,10.131639,10.750074,16.850568
ENSG00000073111,69.089651,7.3516749,3.0024361,5.1665576,0.6900916
ENSG00000073169,7.632639,7.48613,8.918207,9.132387,9.018502
ENSG00000073578,29.54843,18.93873,19.23779,16.02297,10.6092
ENSG00000073584,29.31348,29.6221,28.82778,17.74501,14.73151
ENSG00000073792,6.2874089,0.7239192,0.6266613,1.5142875,0.1694287
ENSG00000073969,16.48004,24.50512,28.07375,20.92306,12.20082
ENSG00000074054,18.95831,29.0098,40.38871,34.5749,31.1492
ENSG00000074071,23.598605,11.529919,8.85763,6.895381,4.083326
ENSG00000074266,12.518797,11.344513,11.014888,7.491298,7.475197
ENSG00000074319,10.7852,26.04654,35.464,39.56496,47.90797
ENSG00000074370,92.50542,78.16221,94.88354,93.91942,72.64273
ENSG00000074416,16.8732857,5.6934111,1.9525953,1.9228326,0.1934224
ENSG00000074582,11.5281297,3.9709106,2.1794832,1.6597634,0.7067518
ENSG00000074695,20.821421,3.419225,1.867988,3.351555,0.130003
ENSG00000074696,13.18541005,2.14251918,0.95414259,1.57328303,0.08340472
ENSG00000074755,19.5605,27.44632,32.18043,45.80479,57.49019
ENSG00000074800,468.36209,318.76993,256.77219,155.96557,60.46888
ENSG00000074842,28.5766152,17.6161751,12.5172187,5.7376054,0.4743238
ENSG00000075142,36.78231,41.44692,59.7322,48.69726,22.00248
ENSG00000075151,19.28131,38.82701,36.05104,26.05893,21.94043
ENSG00000075188,17.070746,11.651485,7.179027,4.136412,2.115024
ENSG00000075234,10.80205,9.619316,17.131547,9.976625,3.597948
ENSG00000075239,23.3805822,12.4527828,7.7908542,3.9556587,0.9258752
ENSG00000075292,67.59845,88.55764,76.27126,81.90896,101.56567
ENSG00000075303,30.413108,41.219774,54.83588,33.770984,7.222623
ENSG00000075413,40.61348,64.07543,81.5101,93.01843,103.30085
ENSG00000075415,138.6046,124.3167,127.658,132.4428,132.8369
ENSG00000075539,46.45263,48.10218,48.97673,47.7378,61.258
ENSG00000075618,2.3144664,0.2052179,0.3240131,1.4516185,1.1525332
ENSG00000075651,29.95095,55.53327,55.15006,17.84939,13.0374
ENSG00000075785,28.42426,42.94842,51.52707,71.70743,90.66884
ENSG00000075790,20.5916,25.185856,16.170877,5.943573,3.331032
ENSG00000075856,21.48618,16.54419,15.35041,13.39268,20.69948
ENSG00000075884,102.0267,152.7703,163.5146,213.1583,276.329
ENSG00000076003,38.6455044,6.7012693,3.5877845,3.8007591,0.3050928
ENSG00000076201,4.975866,8.31784,10.675407,5.762504,5.194758
ENSG00000076513,29.53105,59.35753,98.25899,202.26621,241.83102
ENSG00000076641,9.773496,80.265423,77.116169,20.223695,21.451521
ENSG00000076662,111.2729,167.4228,245.298,504.8268,694.8753
ENSG00000076685,72.10213,122.34475,163.04307,204.75366,231.40487
ENSG00000076924,6.793652,6.533554,7.553389,7.502506,12.529664
ENSG00000076928,34.93105,71.73539,99.84227,114.05837,141.36721
ENSG00000076944,48.43387,87.13162,118.88632,136.82238,167.90557
ENSG00000077097,87.01157,55.09724,42.17846,45.32123,38.13997
ENSG00000077147,37.4186,29.51368,29.58252,32.48722,45.709
ENSG00000077232,11.40192,13.656864,13.4926,7.728921,3.132555
ENSG00000077235,11.552976,11.024111,11.672448,10.142816,9.891543
ENSG00000077312,22.528072,10.864615,5.655781,5.082258,3.144816
ENSG00000077380,19.823532,31.450416,33.638381,10.045856,1.150018
ENSG00000077420,17.04864,37.71208,50.01306,112.74138,141.56921
ENSG00000077454,33.6391,51.3529,70.33836,107.61128,185.19229
ENSG00000077514,15.030007,5.549103,4.272892,9.163719,12.068068
ENSG00000077549,73.82261,163.26762,160.14751,140.03899,156.50078
ENSG00000077984,343.08126,22.45035,28.19567,130.64669,42.09047
ENSG00000078061,19.41219,26.10288,28.61629,30.24736,36.74813
ENSG00000078070,10.736359,6.381557,4.714519,3.002585,1.531869
ENSG00000078140,11.78538,12.08458,14.98703,13.26373,10.91979
ENSG00000078142,21.74415,31.77918,39.96977,51.41504,75.12161
ENSG00000078369,69.03781,94.16515,113.75697,126.77234,145.44985
ENSG00000078618,30.87611,41.85688,52.89158,126.02124,184.48036
ENSG00000078668,51.77128,32.00769,30.70707,28.92108,26.71375
ENSG00000078674,61.45388,48.89876,53.87304,51.01316,42.11168
ENSG00000078747,19.77976,28.58196,39.45945,65.98596,87.78781
ENSG00000078902,11.44717,17.01667,19.64978,21.67794,19.6913
ENSG00000079134,32.631109,24.366096,14.25798,8.222271,2.85481
ENSG00000079246,107.122,226.1385,315.2197,134.9778,167.3461
ENSG00000079257,14.32203,14.46451,10.50915,10.26839,19.55111
ENSG00000079332,32.64402,31.24326,36.22242,41.79408,59.18486
ENSG00000079385,20.51429,216.96112,159.94114,29.18083,17.62455
ENSG00000079435,5.8317899,14.9919354,16.9445483,3.7838509,0.3724409
ENSG00000079462,6.7968905,0.9501602,0.574367,0.9954312,0.5140731
ENSG00000079557,9.656411E-05,0.0001414325,0.000118885,0.0002115164,0.0002318538
ENSG00000079739,26.83692,34.58672,40.64354,30.22384,10.23279
ENSG00000079785,23.159449,13.581267,8.732448,4.842458,1.19653
ENSG00000079805,81.48812,141.12153,183.05943,200.05703,185.69014
ENSG00000079950,14.87899,46.08352,59.14963,70.79071,89.96551
ENSG00000080345,34.02593,25.05195,24.64065,15.37128,17.75793
ENSG00000080371,26.29586,70.11716,64.78997,56.52158,77.00506
ENSG00000080503,37.06177,33.98854,34.40962,29.37178,31.53375
ENSG00000080819,12.8926242,2.8012317,1.8014727,1.5058867,0.4147031
ENSG00000080824,117.11747,62.04424,57.99729,68.32748,117.59656
ENSG00000080845,1.671838,5.501431,11.211474,11.911313,13.171034
ENSG00000081154,27.61004,34.06549,27.97511,25.36983,27.37772
ENSG00000081237,40.68879,237.28741,441.81915,992.77181,1893.14433
ENSG00000081307,16.9949236,17.4073272,18.4582279,3.5524633,0.2848116
ENSG00000081320,28.50737,92.00985,307.21118,756.3802,791.31095
ENSG00000081760,3.974155,2.505675,1.527777,1.330338,1.05683
ENSG00000081870,23.076576,18.600276,13.311567,11.272925,7.137803
ENSG00000082068,10.942391,14.563532,20.160002,7.336292,2.209565
ENSG00000082074,36.66864,137.32975,89.78547,209.50901,396.57008
ENSG00000082153,83.19384,94.48144,120.04825,119.63586,164.65411
ENSG00000082212,29.62544,65.5026,93.22492,75.72814,46.25625
ENSG00000082516,5.4977839,2.6161249,1.8624852,1.0703104,0.3769668
