gene,PM,MM,BN,SN,PMN
ENSG00000062716,24.49245,23.88423,23.88862,25.44422,25.75478
ENSG00000062822,28.32437,27.34678,26.1799,24.9334,24.83965
ENSG00000063046,28.1035,27.23708,27.62663,27.2576,27.78673
ENSG00000063177,31.91242,31.04915,30.33645,29.08265,28.26275
ENSG00000063241,28.52593,26.50258,25.54447,24.94353,24.73365
ENSG00000063854,27.39755,27.63785,27.7558,27.95103,28.1273
ENSG00000064012,26.91177,27.0045,27.37967,27.77933,27.63997
ENSG00000064419,29.29123,29.33008,29.24273,28.95342,29.32205
ENSG00000064601,30.50218,30.70293,30.53967,30.20457,30.15492
ENSG00000064607,25.88218,26.14522,24.2299,24.90888,24.68835
ENSG00000064666,31.44865,32.4982,32.9409,32.92952,33.00467
ENSG00000064763,27.399,27.13772,25.38107,25.18483,24.99573
ENSG00000065000,29.40077,29.17773,29.12678,28.77925,29.0635
ENSG00000065135,29.09307,29.59095,29.76203,29.62745,29.36952
ENSG00000065150,30.82435,30.37787,30.0206,29.5141,29.70908
ENSG00000065183,25.93652,24.69748,24.65125,24.358,24.77763
ENSG00000065268,25.48595,25.65885,25.28475,25.21917,24.74152
ENSG00000065357,27.62337,28.356,28.7536,28.6325,29.00635
ENSG00000065413,28.79792,29.33762,29.72535,30.1231,30.11157
ENSG00000065427,30.7679,30.18692,29.825,29.45753,29.59885
ENSG00000065485,30.5612,29.613,28.40253,26.31618,26.36915
ENSG00000065491,26.31475,26.2798,25.3717,24.57585,24.99302
ENSG00000065518,28.40198,27.32388,27.0897,26.15973,25.79117
ENSG00000065534,25.3487,25.57878,28.17188,25.73095,24.41665
ENSG00000065548,27.16463,25.94195,26.73528,26.49055,25.79
ENSG00000065559,26.45087,26.13437,26.27352,26.4655,26.35825
ENSG00000065613,29.22013,29.808,29.96523,30.23585,30.33908
ENSG00000065615,26.30368,26.96485,27.40465,27.53635,27.6344
ENSG00000065809,30.01863,29.60383,29.49273,29.8299,29.84045
ENSG00000065882,24.6945,25.09295,25.57585,26.59985,25.89108
ENSG00000065978,26.44585,27.00427,26.0437,25.457,25.4571
ENSG00000066027,26.37548,28.1344,28.99322,29.1562,29.35145
ENSG00000066044,29.89203,29.40445,28.86565,28.63015,28.88997
ENSG00000066084,26.4951,26.53995,26.89428,27.10732,26.85797
ENSG00000066136,25.5363,26.23513,26.05542,25.374,25.01195
ENSG00000066322,26.2998,26.4709,26.5055,25.80973,25.32558
ENSG00000066336,26.80503,27.05865,27.10275,26.71418,27.29042
ENSG00000066427,25.09842,25.87503,25.92028,25.11402,26.17282
ENSG00000066557,28.0441,27.45873,27.28615,27.26197,27.29243
ENSG00000066583,27.43305,27.14252,26.91248,27.08892,26.95087
ENSG00000066654,26.47595,25.23027,25.92472,26.10272,26.2325
ENSG00000066777,29.2974,29.857,29.31285,27.57753,26.99683
ENSG00000066926,27.07045,26.80988,24.57405,24.47302,24.94225
ENSG00000067048,26.38795,26.26383,25.7628,25.62507,25.0814
ENSG00000067057,25.86005,25.39503,24.76512,24.27398,24.6753
ENSG00000067167,26.5009,26.58373,25.92833,24.72588,25.0746
ENSG00000067225,27.86923,28.08997,27.8197,28.02927,28.22105
ENSG00000067369,26.83905,25.80345,25.21538,24.63765,24.49375
ENSG00000067560,32.48432,32.803,32.7374,32.9858,32.97628
ENSG00000067704,28.5505,28.49385,28.243,28.01158,28.05047
ENSG00000067900,29.33517,29.97687,30.28823,30.78258,30.79737
ENSG00000067992,26.38113,26.10605,26.60582,26.89155,26.7385
ENSG00000068024,25.40697,26.05237,25.98935,24.80358,24.92302
ENSG00000068079,28.50957,28.84562,29.30745,29.46053,29.5338
ENSG00000068120,28.55795,28.20627,27.89457,27.7949,27.71408
ENSG00000068366,25.6498,25.03108,24.76335,27.50133,27.72852
ENSG00000068400,27.29252,27.23875,27.49063,27.06945,27.52457
ENSG00000068650,24.69083,26.07457,26.59678,27.38387,26.71187
ENSG00000068796,26.08328,26.38277,26.3689,25.99475,25.3353
ENSG00000068831,29.8502,29.3941,29.15255,29.2426,29.5341
ENSG00000068903,25.07365,26.08723,25.5199,25.77395,26.246
ENSG00000069248,28.32625,27.76135,27.40932,27.3978,27.3894
ENSG00000069275,27.5237,27.052,26.61437,26.85125,27.08837
ENSG00000069329,31.4511,31.6115,31.6714,31.53023,31.49128
ENSG00000069345,28.2512,28.27068,28.58205,28.67665,28.63338
ENSG00000069424,30.18552,30.06067,29.81755,29.60675,29.94337
ENSG00000069849,28.96063,28.88723,28.5587,28.23728,27.55337
ENSG00000069869,26.88417,26.88873,26.87595,26.93692,26.89238
ENSG00000069974,31.69805,32.9043,33.21372,33.34848,33.37635
ENSG00000069998,25.77845,25.1235,24.50192,24.50212,24.57082
ENSG00000070010,27.07252,27.19647,27.3081,27.4026,27.2995
ENSG00000070061,26.35657,26.31938,26.11215,24.16797,24.62505
ENSG00000070081,31.93412,30.51468,29.85308,28.89657,28.80085
ENSG00000070214,28.6141,28.85465,28.43337,27.758,27.2292
ENSG00000070367,27.69735,27.73625,27.90165,27.92285,28.08768
ENSG00000070669,26.7596,25.5008,25.21925,24.72788,24.72523
ENSG00000070756,31.75425,31.0877,30.77433,30.48212,30.01815
ENSG00000070761,26.4675,25.01803,25.22935,24.74648,24.78738
ENSG00000070770,28.3507,28.075,28.00568,27.78758,28.0453
ENSG00000070785,25.8517,25.00195,24.82923,24.78538,24.27933
ENSG00000070814,26.43045,26.04605,25.71745,25.8853,25.37968
ENSG00000070831,29.42533,29.7512,30.30313,29.61575,30.0985
ENSG00000071054,24.90018,24.51448,24.3914,25.6594,26.07158
ENSG00000071082,30.59793,30.0678,30.15393,28.7913,25.65857
ENSG00000071127,32.25645,33.2136,33.61532,33.92775,33.87132
ENSG00000071242,25.15968,24.9192,25.38715,24.3519,25.28622
ENSG00000071537,27.40785,27.11192,26.55823,25.9222,25.72055
ENSG00000071539,25.5949,25.59443,24.67345,25.21162,25.05252
ENSG00000071553,28.65863,28.7472,28.76465,28.8496,28.81627
ENSG00000071626,28.91035,28.70425,28.63477,28.1756,28.35753
ENSG00000071655,26.10558,25.4536,24.9239,24.0743,24.78165
ENSG00000071859,25.25235,26.02515,25.58465,24.88643,24.34605
ENSG00000071894,27.58587,27.40982,26.99047,26.22695,25.40995
ENSG00000071967,25.5685,25.86823,25.81865,26.43467,26.20605
ENSG00000072062,25.31437,24.88202,25.78523,25.87493,25.03448
ENSG00000072110,34.41048,34.77327,34.81162,34.69038,34.80985
ENSG00000072135,25.1371,25.49175,26.0144,26.0377,25.57095
ENSG00000072210,29.729,29.24015,28.2881,27.49298,27.40295
ENSG00000072274,30.44063,25.24635,24.1383,24.7243,24.70713
ENSG00000072501,30.82538,31.02445,30.90693,30.7689,30.71742
ENSG00000072506,30.83535,30.52732,29.92778,29.05607,29.68623
ENSG00000072518,25.29855,26.29312,27.17555,27.45007,27.6411
ENSG00000072756,26.53637,25.97245,25.9999,25.2869,25.48445
ENSG00000072778,32.7083,31.90695,31.26118,30.87655,30.806
ENSG00000072786,29.96973,30.7048,31.102,31.40353,31.33948
ENSG00000072818,29.0265,29.30278,29.45735,29.49765,29.60973
ENSG00000072958,29.78048,29.94252,29.9299,29.99032,29.87548
ENSG00000073050,27.61993,27.7794,27.35775,27.03115,26.30075
ENSG00000073111,31.55187,30.82775,28.5546,24.7465,24.4011
ENSG00000073169,24.97215,24.41402,24.68773,24.50512,24.7772
ENSG00000073578,29.5059,29.25708,28.80943,28.12647,27.84682
ENSG00000073584,27.79847,27.52925,26.84058,26.7564,25.78067
ENSG00000073792,25.72575,24.75505,24.7276,24.61103,24.6475
ENSG00000073969,30.7268,30.75905,30.8588,31.09525,30.8132
ENSG00000074054,24.63842,24.75692,25.13478,24.9716,24.90702
ENSG00000074071,26.60318,25.45375,24.47605,24.4362,24.5302
ENSG00000074266,26.0733,26.18285,25.06928,24.85673,24.41048
ENSG00000074319,28.09123,28.49462,28.68893,28.6112,28.89062
ENSG00000074370,24.01028,23.9764,23.01503,23.08935,24.83768
ENSG00000074416,28.84488,28.96803,28.58118,28.2321,28.4905
ENSG00000074582,25.31962,24.18638,24.7878,25.26852,24.6171
ENSG00000074695,30.41852,30.1741,29.5114,29.08132,29.13595
ENSG00000074696,26.82118,25.5935,26.1948,25.38553,26.3789
ENSG00000074755,27.2058,27.27638,27.37927,27.33095,27.07415
ENSG00000074800,34.03023,34.42275,34.14095,34.52712,33.89167
ENSG00000074842,30.03312,29.76902,29.30742,29.04812,29.03507
ENSG00000075142,30.07222,29.72425,29.8113,29.65492,29.82925
ENSG00000075151,26.2783,26.51935,26.3467,25.70853,25.92112
ENSG00000075188,25.69647,26.29032,26.20322,25.39572,24.26877
ENSG00000075234,25.41593,24.91913,25.09062,24.68858,24.5247
ENSG00000075239,30.73602,30.26212,29.58667,29.60122,29.58745
ENSG00000075292,26.50508,26.44535,25.05855,24.30765,24.64345
ENSG00000075303,26.13063,26.48557,25.73745,26.08253,25.2251
ENSG00000075413,24.86105,25.3532,25.5802,25.56907,25.83557
ENSG00000075415,32.07502,31.87323,31.19812,30.94872,31.08375
ENSG00000075539,27.04358,26.89785,27.04405,26.90935,26.89845
ENSG00000075618,24.68852,24.60065,24.2286,24.08033,25.2314
ENSG00000075651,27.91062,28.6221,28.5873,28.67675,28.4951
ENSG00000075785,31.9537,32.2866,32.3009,32.41115,32.43415
ENSG00000075790,26.43695,27.06425,26.82735,26.13022,26.32285
ENSG00000075856,29.12025,28.8948,28.53807,27.82522,27.47853
ENSG00000075884,28.73848,28.65645,28.57565,28.47437,28.66365
ENSG00000076003,31.7914,31.16625,29.65667,25.02282,24.76725
ENSG00000076201,26.89155,26.97807,27.15235,27.1655,27.3769
ENSG00000076513,27.20413,27.9173,28.23685,28.95005,28.89177
ENSG00000076641,25.02947,25.8283,26.11382,26.87692,26.65472
ENSG00000076662,28.8935,29.52942,30.0964,30.861,30.7981
ENSG00000076685,29.83083,29.91035,29.90827,29.9875,30.05385
ENSG00000076924,26.3944,26.50818,26.33387,25.31593,25.64915
ENSG00000076928,30.1837,30.8667,31.07872,31.16998,31.32447
ENSG00000076944,30.3958,30.85787,31.05172,31.32275,31.51385
ENSG00000077097,31.49977,31.11003,30.64078,29.98698,29.8935
ENSG00000077147,29.00343,27.75793,27.27075,26.67335,26.37235
ENSG00000077232,25.378,25.20998,24.21235,25.25095,24.70215
ENSG00000077235,26.1371,25.77013,24.71432,25.84443,24.6636
ENSG00000077312,29.18372,29.07795,28.58622,28.79603,28.44452
ENSG00000077380,27.7396,27.61845,27.81968,27.86682,27.49587
ENSG00000077420,29.35122,29.83025,30.25662,30.9493,30.98865
ENSG00000077454,27.40135,27.9721,28.08997,28.38247,28.14513
ENSG00000077514,26.41745,25.08472,23.64125,24.57755,24.74793
ENSG00000077549,33.10117,33.65155,33.85815,33.97687,33.7631
ENSG00000077984,30.2506,25.675,24.85878,25.05667,24.3973
ENSG00000078061,26.39517,26.11405,26.08472,25.89363,26.212
ENSG00000078070,26.96343,26.2424,25.82785,25.24137,24.95147
ENSG00000078140,28.26132,28.37395,28.2068,27.8267,27.982
ENSG00000078142,25.96705,25.92132,25.4795,25.05977,25.8497
ENSG00000078369,29.47962,30.31915,30.5319,30.33302,30.45735
ENSG00000078618,27.8933,27.60615,27.52395,27.37357,26.92942
ENSG00000078668,30.17292,29.87533,29.3384,29.20065,29.1874
ENSG00000078674,26.34133,25.96692,25.34032,24.97745,25.25263
ENSG00000078747,25.66337,26.43093,25.6169,24.9674,25.66367
ENSG00000078902,29.07645,29.40285,29.09155,29.19565,29.29792
ENSG00000079134,27.13505,26.64165,26.75685,26.11873,24.62285
ENSG00000079246,32.4799,32.39835,32.02922,31.7458,31.6828
ENSG00000079257,27.77518,27.63273,27.41003,27.73558,27.2588
ENSG00000079332,29.1809,28.5364,27.77453,27.56963,27.5308
ENSG00000079385,25.66605,29.42513,30.20455,30.26357,30.31948
ENSG00000079435,24.89568,24.328,24.05493,24.53993,25.79662
ENSG00000079462,27.38652,26.57615,26.52123,27.01847,27.13965
ENSG00000079557,29.1366,28.6017,29.27443,29.3011,28.48333
ENSG00000079739,32.51735,32.75397,32.85428,33.04545,33.03558
ENSG00000079785,30.33425,30.02277,29.97985,29.7074,29.42758
ENSG00000079805,25.39627,25.92943,25.93708,26.00147,26.61335
ENSG00000079950,27.45105,28.2357,28.62697,29.37412,29.06452
ENSG00000080345,26.74765,26.40277,25.11078,24.97993,24.37745
ENSG00000080371,30.11662,30.72195,30.85182,30.9091,30.76458
ENSG00000080503,29.29792,28.79415,28.2468,26.72427,24.8089
ENSG00000080819,28.00017,27.2163,26.546,25.53415,24.8033
ENSG00000080824,32.97333,32.99235,32.77302,32.69585,32.87597
ENSG00000080845,24.89225,24.80708,25.76298,26.0589,25.7159
ENSG00000081154,25.9122,26.25317,25.64347,25.99835,26.50498
ENSG00000081237,30.3633,32.00218,32.88433,33.42475,33.42977
ENSG00000081307,27.32395,27.39065,27.4186,27.53725,27.55295
ENSG00000081320,25.06732,24.32535,24.94017,25.59802,25.8937
ENSG00000081760,24.95153,25.50708,24.80647,24.98765,25.04107
ENSG00000081870,26.86518,26.81338,25.69207,24.3928,23.84545
ENSG00000082068,25.44248,25.17615,24.35582,24.7132,24.63627
ENSG00000082074,27.61393,28.10417,27.993,28.49145,28.13782
ENSG00000082153,30.1267,29.97968,29.94225,29.98675,29.4815
ENSG00000082212,30.07852,30.11587,30.15812,30.34805,30.0535
ENSG00000082516,25.86472,24.959,25.37415,24.69487,24.7253
ENSG00000082898,31.7197,31.58005,31.54192,31.28312,31.43593
ENSG00000083312,29.26955,29.31052,29.30558,29.25307,29.01407
ENSG00000083520,26.95373,26.74813,26.4239,25.94355,25.3778
ENSG00000083642,29.83592,30.01598,29.80392,29.66125,29.5946
ENSG00000083720,28.2587,28.05425,26.99522,26.4588,26.313
ENSG00000083845,31.6343,31.0676,30.37783,29.2486,28.7439
ENSG00000083937,24.49462,24.2733,25.33657,25.46138,25.48757
ENSG00000084070,27.26933,26.30673,27.7259,28.56287,29.32965
