gene,PM,MM,BN,SN,PMN
ENSG00000106605,30.36195,30.24523,29.9955,29.9683,29.9678
ENSG00000106615,28.34515,28.09885,28.006,27.74883,27.72287
ENSG00000106628,26.7793,26.24492,24.08908,24.66685,25.04328
ENSG00000106636,27.77625,28.07027,28.07198,28.64255,28.80213
ENSG00000106638,27.8167,26.96128,26.48913,24.92223,24.35575
ENSG00000106682,29.28762,29.1371,29.11093,28.99015,29.05307
ENSG00000106771,24.8967,24.4043,24.9677,24.99915,25.36427
ENSG00000106772,26.13168,26.5997,27.3397,27.4422,26.75822
ENSG00000106799,24.69622,25.2035,23.81348,24.59222,24.23875
ENSG00000106803,28.2623,28.50248,26.90922,26.09577,25.58325
ENSG00000106853,26.85693,26.3657,26.53845,25.973,26.25263
ENSG00000107020,25.9202,25.22437,25.3911,24.86165,23.99162
ENSG00000107021,28.36005,28.20733,28.04625,27.82255,27.84202
ENSG00000107099,31.95125,32.25427,32.44375,32.61328,32.56593
ENSG00000107201,25.59913,25.15585,25.99377,27.4918,26.87085
ENSG00000107223,28.13352,28.1815,27.84863,28.0055,27.74587
ENSG00000107262,26.74075,26.08093,26.08442,25.6335,25.74448
ENSG00000107341,25.14343,25.14102,25.93952,25.2153,24.84597
ENSG00000107362,25.89973,25.44998,26.08365,25.7263,25.75698
ENSG00000107554,25.21977,26.10425,26.17205,24.99547,24.89688
ENSG00000107566,29.3076,28.69342,28.2225,27.90165,27.8936
ENSG00000107581,32.04532,31.3738,31.0529,30.5446,30.36848
ENSG00000107625,25.65395,24.76795,25.05465,24.45295,24.5763
ENSG00000107651,28.0955,27.66277,27.4913,27.15847,27.42448
ENSG00000107738,25.93502,27.09475,27.5924,28.6273,29.00652
ENSG00000107745,27.19843,27.80677,27.9657,27.75583,27.85882
ENSG00000107758,26.23055,26.7856,26.69215,26.99582,26.8273
ENSG00000107862,28.42275,28.02723,27.49207,27.10205,26.9601
ENSG00000107897,26.01775,26.28363,25.27562,24.32852,24.96122
ENSG00000107929,26.58223,25.97917,25.2293,25.33582,24.6447
ENSG00000107937,27.0473,25.74155,24.5055,24.1978,24.94422
ENSG00000107949,28.38903,27.9217,27.9081,26.5452,26.6257
ENSG00000107959,28.13905,27.15915,26.50713,24.43208,24.7932
ENSG00000108010,28.4484,27.94492,28.0181,27.4251,27.56725
ENSG00000108039,29.66982,29.27218,29.17535,29.04165,28.98682
ENSG00000108055,30.40945,30.67083,30.53458,30.33568,30.3682
ENSG00000108061,26.81585,26.95805,26.77867,26.9679,26.99332
ENSG00000108064,28.26203,27.72723,27.20972,25.50212,26.3358
ENSG00000108094,28.59978,28.2749,28.19445,28.3053,28.23392
ENSG00000108100,25.19313,25.53415,24.86005,25.22982,24.85415
ENSG00000108107,29.49465,28.74795,28.95242,26.71823,27.06385
ENSG00000108179,27.53017,27.5008,26.92835,25.45417,25.08827
ENSG00000108219,26.78878,27.43855,27.42425,27.72545,27.511
ENSG00000108298,29.0577,28.7496,28.06622,26.3758,25.8822
ENSG00000108312,29.7692,29.36895,28.78627,28.54405,28.55585
ENSG00000108344,30.1899,29.99348,29.8878,29.68802,29.74495
ENSG00000108424,32.03235,31.89323,31.7867,32.09013,32.27898
ENSG00000108439,26.074,24.99132,24.44398,24.59185,24.94945
ENSG00000108465,28.40195,27.95205,27.78167,27.5209,27.37558
ENSG00000108468,24.84035,25.4513,25.1802,26.26047,26.1923
ENSG00000108479,28.4372,28.0542,27.96428,28.2665,28.49488
ENSG00000108518,34.3214,35.16557,35.4628,35.73533,35.5112
ENSG00000108528,29.78902,29.58335,29.24813,29.22985,29.28653
ENSG00000108559,26.33197,26.18437,25.58045,25.12115,25.52325
ENSG00000108561,30.7603,29.82048,29.1183,28.13087,28.27498
ENSG00000108578,29.55878,28.86968,28.95172,28.7871,29.1509
ENSG00000108588,27.06077,26.64477,26.49278,25.60688,24.90612
ENSG00000108591,25.9775,25.95805,25.60303,25.76993,26.0341
ENSG00000108592,26.13822,24.48688,24.5485,25.3683,25.6816
ENSG00000108604,27.3861,27.48678,26.88603,26.28758,26.76428
ENSG00000108639,28.71135,28.68235,28.8122,28.3448,28.176
ENSG00000108654,30.68038,30.3169,29.95443,28.6739,28.42672
ENSG00000108669,24.77372,25.73892,26.64548,27.08498,27.3646
ENSG00000108671,30.56785,30.36857,30.31867,30.22762,30.22105
ENSG00000108679,27.71355,25.83355,25.7576,25.74195,25.2129
ENSG00000108774,28.99603,29.31902,29.0839,29.78027,29.49052
ENSG00000108819,25.44543,26.1827,25.64787,26.56482,26.25682
ENSG00000108828,32.55845,32.74128,32.6829,32.73618,32.867
ENSG00000108829,31.05973,30.46445,29.55692,28.8724,28.3763
ENSG00000108848,27.10448,26.78943,26.20072,25.82477,25.6138
ENSG00000108883,30.90152,30.57762,30.0481,29.40375,29.21542
ENSG00000108946,29.33575,29.2438,29.84727,30.30617,30.82057
ENSG00000108953,30.2864,30.04322,29.66087,29.84818,29.58813
ENSG00000109016,25.5391,25.1338,25.28972,24.34633,24.99255
ENSG00000109062,29.10588,29.89307,30.40723,30.76905,30.68195
ENSG00000109107,31.4085,31.14665,30.77145,30.4575,30.80118
ENSG00000109111,28.91643,28.99918,28.8438,26.5962,24.99405
ENSG00000109133,28.33298,28.28745,28.41842,28.71335,28.31615
ENSG00000109180,26.96635,26.56137,25.83867,24.8387,24.7164
ENSG00000109270,26.04588,26.77985,28.36825,27.5388,26.06423
ENSG00000109320,28.7549,29.02607,29.21785,29.1919,29.24245
ENSG00000109323,28.85252,29.2916,29.0374,28.42922,28.1642
ENSG00000109475,29.93968,29.64505,28.94823,27.62085,27.78197
ENSG00000109519,28.5808,27.76377,26.39782,25.77315,26.0331
ENSG00000109534,28.13475,27.64813,27.77808,26.74348,26.9262
ENSG00000109536,26.34525,26.1981,25.89312,25.32478,25.05185
ENSG00000109606,30.33015,30.3153,30.20893,29.9896,29.655
ENSG00000109736,29.6139,29.26827,28.8047,28.21883,28.31478
ENSG00000109743,30.79275,31.49357,32.0075,32.24383,32.4602
ENSG00000109805,28.4147,28.41937,27.30255,25.66348,24.3936
ENSG00000109814,29.25895,28.1274,27.50408,26.04822,25.09363
ENSG00000109854,26.3728,26.89503,27.4274,28.12537,27.887
ENSG00000109861,31.73743,31.72332,31.3637,31.34,31.44862
ENSG00000109917,25.4233,25.19738,25.04697,25.0912,24.79877
ENSG00000109919,29.2399,29.2697,28.98893,28.77245,28.48355
ENSG00000110047,25.31693,27.2394,27.17335,26.83063,27.03975
ENSG00000110048,27.97915,28.01365,27.63002,27.65038,27.63697
ENSG00000110057,25.36903,26.02585,25.34067,26.01095,25.8783
ENSG00000110063,29.59378,29.44485,29.16205,29.27645,28.74635
ENSG00000110075,27.15445,27.14045,27.44037,26.87418,27.07882
ENSG00000110090,30.5061,29.74135,29.2454,28.71815,28.59512
ENSG00000110107,30.20457,30.06655,29.90973,29.4711,29.1686
ENSG00000110108,25.354,26.70795,26.35785,25.58783,24.42493
ENSG00000110169,31.58225,31.214,31.83555,31.51412,30.8951
ENSG00000110172,27.6722,27.46288,27.36478,27.65697,27.45665
ENSG00000110245,28.45713,27.6258,27.44848,28.00615,26.4817
ENSG00000110321,29.3421,28.99055,29.1477,29.1765,29.17797
ENSG00000110344,24.63127,26.12865,26.24905,25.22403,25.46438
ENSG00000110367,29.70135,29.5415,29.51435,29.0382,28.96925
ENSG00000110395,28.6774,29.08483,29.45853,29.7289,29.72798
ENSG00000110442,28.52895,28.46097,28.32635,28.12872,28.23513
ENSG00000110619,27.4686,27.96142,28.26028,28.40705,28.3629
ENSG00000110700,32.43422,31.63168,31.27915,30.09725,29.5939
ENSG00000110711,27.69095,27.8566,27.72952,27.51305,27.73222
ENSG00000110713,27.83848,27.66075,27.4663,26.51355,27.7265
ENSG00000110717,27.5898,27.08377,26.1782,25.36573,25.1048
ENSG00000110719,29.73072,30.46968,30.76055,30.94468,30.99172
ENSG00000110801,28.27045,28.40345,28.6683,29.30082,29.25187
ENSG00000110880,28.95913,30.30057,30.98643,31.57445,31.76835
ENSG00000110917,29.6139,29.14142,28.41583,27.7399,27.58178
ENSG00000110934,28.96677,30.49145,30.61523,31.25102,31.51103
ENSG00000110955,34.15765,33.5009,32.99923,32.35667,32.33203
ENSG00000110958,30.70745,30.26452,29.77685,29.43297,29.89215
ENSG00000111142,28.12408,27.88788,27.74158,26.63215,25.6896
ENSG00000111144,32.15852,34.21332,34.65295,34.76035,34.6488
ENSG00000111229,31.3726,32.18198,32.26585,32.30385,32.58707
ENSG00000111237,29.87635,29.92885,29.8346,29.77692,29.69442
ENSG00000111275,31.64043,31.81822,31.01057,30.17863,29.96985
ENSG00000111300,27.1181,26.01292,24.8127,25.24605,24.55702
ENSG00000111331,29.5706,28.63912,28.96507,28.56142,25.66887
ENSG00000111335,26.33432,25.6996,26.3033,26.56445,24.5873
ENSG00000111348,34.26035,34.60695,34.88813,34.9588,34.96587
ENSG00000111361,28.63652,28.3356,28.1625,28.22782,27.70995
ENSG00000111445,28.58265,28.08115,27.5033,25.77058,25.37872
ENSG00000111481,28.26985,27.80817,27.64193,27.19595,27.23372
ENSG00000111530,31.49813,31.52172,31.29455,31.22417,31.4988
ENSG00000111540,30.15107,29.8811,29.9576,30.11062,30.19667
ENSG00000111581,27.04737,26.8276,26.21278,27.0347,27.04312
ENSG00000111605,28.9335,28.74278,28.33912,27.36185,27.59652
ENSG00000111640,33.00795,32.82728,32.0633,32.03305,32.5277
ENSG00000111641,26.11158,25.3299,24.30832,24.7613,24.95512
ENSG00000111642,29.7156,29.23552,28.79042,27.3197,27.76497
ENSG00000111652,25.14213,24.9615,25.53187,25.0426,24.2721
ENSG00000111667,30.07005,29.86453,29.8014,29.85502,29.68985
ENSG00000111669,33.7205,34.0089,33.99012,34.2138,33.90832
ENSG00000111679,31.75035,32.58167,32.99255,33.0363,32.91205
ENSG00000111684,26.7193,26.81658,26.91333,26.77013,27.04733
ENSG00000111711,26.25145,25.80655,25.98285,25.53858,25.82157
ENSG00000111716,33.7219,33.22537,33.01975,32.9201,32.83938
ENSG00000111725,24.9686,24.15545,25.1021,25.52597,25.86422
ENSG00000111729,25.04097,24.06205,25.2587,27.1176,26.33577
ENSG00000111731,25.39575,25.40022,25.24618,25.2418,25.9862
ENSG00000111737,27.0757,27.46145,27.58745,28.09895,28.56283
ENSG00000111786,29.3779,29.07292,28.50702,27.69752,27.49025
ENSG00000111790,24.50127,24.63277,24.98822,25.82532,26.04763
ENSG00000111859,24.85785,24.13462,24.76727,25.10955,24.76312
ENSG00000111880,26.17665,25.35023,25.42675,24.387,24.6344
ENSG00000111897,25.80428,26.57497,26.51257,26.3006,25.2002
ENSG00000111906,26.3239,26.49087,26.17237,26.72212,26.5376
ENSG00000111911,25.34013,26.32992,26.13498,27.04997,26.05167
ENSG00000112062,30.27003,30.20075,30.12985,29.93908,29.4423
ENSG00000112079,26.39382,27.99257,29.01215,28.79383,28.819
ENSG00000112081,30.7654,30.42628,30.44,30.31553,29.97505
ENSG00000112096,27.8395,27.69265,28.58318,30.8243,31.2936
ENSG00000112249,26.6161,25.76262,25.76217,25.23895,24.77105
ENSG00000112282,26.45785,26.22962,26.15385,25.19185,25.06217
ENSG00000112297,25.5735,25.3094,26.64722,26.50362,26.53793
ENSG00000112299,24.45938,23.906,28.18725,28.30803,29.3528
ENSG00000112303,24.26835,23.61863,26.4482,30.7572,31.63922
ENSG00000112304,26.33235,26.71648,24.91818,24.47465,25.57835
ENSG00000112305,24.61972,25.29727,25.3044,24.59573,24.70897
ENSG00000112306,31.52525,30.85077,30.12635,29.57312,29.39592
ENSG00000112335,30.1336,30.47625,30.32093,30.26325,29.65255
ENSG00000112339,26.5491,26.8092,26.45707,25.8454,25.49823
ENSG00000112343,25.05457,24.64595,24.68182,24.70795,24.83482
ENSG00000112514,28.2864,28.01455,27.56415,26.85417,26.96817
ENSG00000112531,26.45485,25.86045,26.09805,26.185,26.62455
ENSG00000112592,24.8943,24.57173,24.59763,24.57027,24.5963
ENSG00000112667,26.57098,25.4201,23.97033,24.24233,24.96852
ENSG00000112685,28.4354,28.12803,28.22205,28.47515,28.41568
ENSG00000112695,30.2743,29.60095,29.133,28.29608,28.69435
ENSG00000112697,25.91242,25.87435,25.50933,25.5099,25.81833
ENSG00000112699,27.33895,27.11812,27.08612,27.52,27.04535
ENSG00000112739,27.69487,27.06125,26.63547,26.20782,25.12673
ENSG00000112759,25.3403,24.75545,24.30145,24.88012,24.31325
ENSG00000112851,25.1478,25.1142,25.60207,25.48255,26.0634
ENSG00000112893,25.25915,24.78392,24.07428,24.71088,24.10735
ENSG00000112992,30.25698,30.1227,29.51835,29.4762,29.19073
ENSG00000113013,31.92227,31.23582,30.5055,30.15662,29.62963
ENSG00000113048,27.0546,25.7725,24.27865,24.75525,24.52567
ENSG00000113068,26.73607,27.05197,27.24565,27.4126,27.16238
ENSG00000113141,27.6293,27.54462,27.17168,26.95515,26.94122
ENSG00000113163,27.80242,29.06628,29.23933,29.02212,28.65875
ENSG00000113194,26.51225,26.75755,26.45117,25.32778,26.10835
ENSG00000113273,28.1794,28.50532,28.32392,28.4659,28.5867
ENSG00000113312,27.6885,27.43413,27.27427,26.50875,26.66587
ENSG00000113318,24.60882,25.15865,24.7717,24.8137,24.49567
ENSG00000113368,33.26555,33.46292,33.5594,33.76817,33.6069
ENSG00000113384,26.07238,26.03847,25.88547,25.66698,25.24107
ENSG00000113387,28.46252,28.5969,28.86407,29.0368,28.996
ENSG00000113407,30.70007,30.28,30.26278,29.9339,30.06468
ENSG00000113441,29.22575,29.49012,28.54897,26.77882,25.64572
ENSG00000113448,28.5726,27.61522,28.54585,26.90547,27.51537
ENSG00000113460,26.63638,25.89485,25.29528,24.83278,25.13377
ENSG00000113522,29.35328,28.84202,28.57507,28.25457,28.16905
ENSG00000113552,29.35515,29.14988,29.13072,29.2651,29.31403
ENSG00000113558,29.31032,29.12217,28.9992,28.46382,28.71767
ENSG00000113569,28.54755,28.12325,27.93198,27.92365,27.85422
ENSG00000113593,25.29315,25.67377,25.4156,25.09013,25.40942
ENSG00000113615,26.99395,26.65433,26.06002,26.0145,25.35773
ENSG00000113643,30.48163,30.2393,30.00805,29.80828,29.83635
ENSG00000113648,32.44617,32.39733,32.58005,32.6188,32.4291
ENSG00000113649,28.8299,28.33057,27.9682,28.10455,28.11238
ENSG00000113712,27.2325,26.93605,26.81567,25.9787,25.95522
ENSG00000113790,26.18492,25.86228,24.90247,25.6268,25.66127
ENSG00000113810,29.0862,29.10588,27.3419,24.9292,24.89603
ENSG00000113889,25.3588,24.85202,24.84655,25.696,25.34137
ENSG00000114021,29.99065,30.18928,30.25675,30.02518,29.88302
ENSG00000114023,28.60458,27.75802,26.31488,25.54875,25.43192
ENSG00000114030,25.06202,25.16485,25.39162,25.15808,25.461
ENSG00000114062,26.31358,26.1537,25.89485,24.11235,24.40352
ENSG00000114098,28.37765,28.54232,28.05405,27.57762,27.0377
ENSG00000114127,27.43528,27.0145,27.15707,26.88772,26.34078
ENSG00000114209,27.84698,28.4943,28.76215,28.80605,28.76775
ENSG00000114302,28.28925,28.38887,28.30692,28.63745,28.82475
ENSG00000114316,26.05215,26.35418,26.0643,25.78203,26.3467
ENSG00000114331,28.72723,29.46088,29.6969,30.3726,30.17697
ENSG00000114354,27.63345,27.02587,25.94023,24.5817,27.03943
ENSG00000114391,31.34202,31.16985,30.5307,29.1524,29.25538
ENSG00000114416,27.79607,26.9797,26.2112,25.11617,26.11035
ENSG00000114450,27.9045,27.67045,27.5416,27.90433,28.3796
ENSG00000114480,31.41007,31.74873,31.69533,31.91783,31.7516
ENSG00000114491,28.687,28.0256,27.60762,27.0185,25.62815
ENSG00000114573,31.07362,31.3184,31.4199,31.51955,31.61988
ENSG00000114738,27.61915,28.29897,28.49543,28.4593,28.3273
ENSG00000114744,26.00325,26.24355,25.92373,26.20123,26.1673
ENSG00000114779,29.5503,29.19265,29.18048,29.45017,29.56117
ENSG00000114850,26.8531,25.95855,25.46077,24.81853,24.47537
ENSG00000114861,25.001,25.46855,24.58843,24.6681,23.9905
ENSG00000114867,30.30673,28.99132,28.75055,27.6139,27.76035
ENSG00000114902,29.08488,28.13345,26.65588,26.65833,26.48855
ENSG00000114942,30.8007,30.13073,29.6964,29.35148,29.53908
ENSG00000114956,25.45745,25.39337,24.98873,25.27985,24.83775
ENSG00000114978,28.94365,29.4363,29.33535,29.50252,29.1753
ENSG00000115053,33.23347,32.25625,31.6804,30.99455,30.955
ENSG00000115073,27.60817,27.7818,27.7359,27.30473,27.5583
ENSG00000115091,33.0282,33.7077,34.03323,34.02205,34.03262
ENSG00000115128,27.36433,27.82982,27.45972,26.52915,26.59498
ENSG00000115129,25.32493,26.1067,27.14852,27.65645,27.7092
ENSG00000115145,25.79223,25.79767,25.96315,25.7767,26.51677
ENSG00000115159,30.3963,30.3349,30.16735,29.97035,30.10105
ENSG00000115207,25.57643,25.58093,25.06748,24.1185,24.73757
ENSG00000115216,28.3044,28.21347,28.48222,28.24113,28.9555
ENSG00000115232,26.86295,25.5507,25.13052,24.8546,24.67465
ENSG00000115233,27.91193,28.12157,28.12355,27.65915,27.34548
ENSG00000115234,25.72452,26.54695,26.60252,25.99207,24.67005
ENSG00000115241,28.74377,28.38305,27.54648,26.65765,26.26012
ENSG00000115268,30.75088,29.86822,29.11838,28.37373,27.97812
ENSG00000115271,33.31368,34.18985,34.48387,34.46005,34.58467
ENSG00000115275,30.55872,29.80552,29.54753,28.56905,29.11575
ENSG00000115286,26.84025,26.78937,25.4819,25.4894,24.5853
ENSG00000115306,33.04942,33.33628,33.21753,33.0064,32.98505
ENSG00000115307,26.1004,25.7871,25.00985,25.65075,25.16943
ENSG00000115317,24.85838,24.15233,24.4202,24.86655,24.45955
ENSG00000115325,25.58272,26.35997,25.4671,25.85533,26.41923
ENSG00000115364,26.58563,25.0636,24.3148,24.91122,24.05685
ENSG00000115365,28.69233,28.25395,28.28507,28.4833,28.13032
ENSG00000115415,30.91875,30.36338,30.29182,30.6329,29.71487
ENSG00000115419,26.71265,25.52832,24.88045,24.5275,23.77955
ENSG00000115425,24.6519,24.61605,25.47172,25.54265,26.45455
ENSG00000115484,31.6871,31.31005,30.99987,31.0849,31.22423
ENSG00000115524,30.98947,30.76152,30.28327,29.9063,29.79632
ENSG00000115541,29.92213,29.4553,28.82287,28.74105,28.3109
ENSG00000115561,26.77492,27.62045,27.5625,27.74238,27.92833
ENSG00000115677,29.39348,28.7315,27.88978,26.5655,25.64068
ENSG00000115685,29.92535,29.7612,30.02955,30.02092,30.01827
ENSG00000115756,28.32787,28.17905,28.10817,28.18187,28.49322
ENSG00000115760,25.70218,25.1165,24.87132,24.75665,24.45068
ENSG00000115806,26.57437,26.3872,26.15087,25.74097,25.9726
ENSG00000115808,26.43705,27.62915,27.9424,28.422,28.27172
ENSG00000115816,26.20417,25.03327,24.56267,25.273,24.17003
ENSG00000115828,24.89077,28.33687,29.79455,30.4546,30.23987
ENSG00000115839,27.5889,27.42305,27.40782,27.60705,27.16765
ENSG00000115866,31.24273,30.85725,30.60878,30.4987,30.36685
ENSG00000115875,30.4876,30.17663,30.0187,29.82755,29.63405
ENSG00000115902,27.84007,27.61545,26.22253,24.59038,24.1986
ENSG00000115935,28.65005,28.602,28.9846,29.60802,29.62285
ENSG00000115942,25.6571,24.66155,24.23667,24.94898,24.66595
ENSG00000115956,30.69093,30.60805,30.67667,30.56058,31.22677
ENSG00000115977,25.90385,25.94608,25.80445,25.26377,25.34655
ENSG00000116005,28.44318,28.37098,28.27205,27.83438,28.2544
ENSG00000116017,26.34047,26.48428,26.78745,26.74605,26.068
ENSG00000116030,27.32155,27.53238,27.74055,27.564,27.3156
ENSG00000116062,29.40812,27.97673,26.30562,26.0057,25.49038
ENSG00000116120,29.50552,28.8716,28.76625,28.70448,28.40635
ENSG00000116157,27.05065,26.56693,25.56877,25.3265,24.5208
ENSG00000116161,29.99462,29.69853,29.46125,28.96965,29.23398
ENSG00000116171,30.49742,30.49038,29.81845,29.63513,28.90212
ENSG00000116221,26.24222,24.74315,23.8968,25.19043,24.42043
ENSG00000116251,30.21207,29.97308,29.38587,28.23525,27.39713
ENSG00000116260,27.33235,29.24247,30.43763,30.35073,30.84003
ENSG00000116266,28.07313,28.09695,28.3794,28.19862,28.3454
ENSG00000116288,31.03255,31.31212,31.30705,31.49458,30.95172
ENSG00000116337,28.429,28.83022,29.4672,29.61745,29.60908
ENSG00000116350,25.6216,25.50775,25.77982,25.973,26.71027
ENSG00000116459,30.80595,30.43232,29.98258,29.645,29.52995
ENSG00000116473,28.32975,29.06867,29.23065,29.3469,29.09943
ENSG00000116478,28.6509,28.70538,28.199,27.6097,27.618
ENSG00000116489,31.57592,32.04147,32.2915,32.46397,32.5225
ENSG00000116521,27.32818,26.80678,26.71295,26.4439,25.95383
ENSG00000116560,32.08993,31.8707,31.83008,31.72085,31.56205
ENSG00000116584,30.41947,29.98273,30.06267,30.28347,30.19088
ENSG00000116586,27.7697,28.11773,27.956,28.06717,28.38143
ENSG00000116649,28.46538,27.17237,26.51325,25.03552,24.96275
ENSG00000116663,26.5711,26.63715,26.78777,27.04508,25.62912
ENSG00000116679,25.88355,26.84802,26.9666,26.69523,26.05532
ENSG00000116685,25.8815,25.02502,24.90105,24.92663,25.03077
ENSG00000116688,26.25258,26.25137,26.38525,25.20553,25.22955
ENSG00000116701,30.10458,31.55013,32.42957,33.06697,33.56103
ENSG00000116711,25.22482,24.56778,25.0095,24.85825,24.69588
ENSG00000116747,29.05245,28.96258,29.18038,28.9668,28.9881
ENSG00000116750,28.72577,28.57812,28.28797,27.52215,27.0544
ENSG00000116752,27.52757,27.44613,27.35505,26.19758,26.08705
ENSG00000116754,27.8072,27.10008,26.91013,26.45202,26.20735
ENSG00000116791,25.80405,25.59995,25.8906,25.498,24.62173
ENSG00000116815,24.62402,24.93345,25.87963,26.33125,26.18293
ENSG00000116863,27.80752,27.3416,27.46268,27.44945,27.14207
ENSG00000116871,24.7968,24.66003,24.84095,24.53927,25.61553
ENSG00000116903,25.8696,26.14655,26.34627,26.5534,25.65995
ENSG00000116906,25.57422,25.73965,25.16972,25.3627,24.68972
ENSG00000116918,29.1606,28.96667,28.73797,28.46218,28.68955
ENSG00000116954,24.48808,25.18773,25.35015,24.58075,26.77635
ENSG00000116957,26.42178,26.08965,25.25423,24.79117,25.0194
ENSG00000116977,26.2645,25.322,24.55865,24.54498,24.6481
ENSG00000117091,24.68835,25.5045,26.41085,26.55748,26.04502
ENSG00000117115,30.45565,31.54915,31.84913,32.40835,32.21782
ENSG00000117118,29.42638,28.67818,28.19712,27.8631,27.75015
ENSG00000117143,28.4732,27.05943,25.75818,25.3058,24.5701
ENSG00000117151,27.94975,29.41218,29.26487,29.5045,29.4752
ENSG00000117222,25.92063,25.89487,26.03275,25.27777,25.64033
ENSG00000117228,24.32355,24.38883,24.67318,27.2542,24.15715
ENSG00000117305,28.0237,27.51568,27.12398,26.9232,26.24825
ENSG00000117308,30.454,29.6236,29.73337,30.07627,29.54345
ENSG00000117335,25.0336,26.01807,26.88808,27.54103,27.29855
ENSG00000117360,25.75535,25.27395,24.93437,25.07493,24.48935
ENSG00000117385,26.39418,25.00493,24.74873,24.85278,24.60643
ENSG00000117395,26.23688,24.80175,24.0909,24.9013,24.65125
ENSG00000117419,24.869,25.65962,24.1891,24.34733,24.48088
ENSG00000117448,30.99193,30.83367,30.8727,31.01847,30.8912
ENSG00000117450,29.80635,28.9767,28.81562,28.82153,28.83265
ENSG00000117500,25.90745,27.5065,27.22297,26.11758,27.29232
ENSG00000117505,26.84132,26.79458,26.501,26.32285,24.90557
ENSG00000117528,28.8194,28.68435,28.25443,26.74695,26.23882
ENSG00000117592,32.19857,31.89418,32.1334,32.09137,32.25442
ENSG00000117593,28.40595,28.0434,27.54675,26.99322,27.02192
ENSG00000117632,30.12473,30.01293,28.97965,28.79875,28.85615
ENSG00000117676,28.4854,28.96272,29.37698,29.28555,29.70018
ENSG00000117691,26.1945,23.82495,24.64805,24.18678,24.93062
ENSG00000117713,27.40472,27.1517,26.53712,26.15897,25.1946
ENSG00000117748,28.74987,29.46895,28.65532,28.83885,28.48665
ENSG00000117751,26.22553,26.54445,26.43855,24.6576,26.11857
ENSG00000117758,25.40485,25.13133,25.77085,25.76085,25.54727
ENSG00000117859,24.33575,24.4271,25.30527,24.47035,25.70285
ENSG00000117862,28.3567,27.52887,27.31575,26.6326,26.64582
ENSG00000117868,29.45055,29.01,28.59845,28.59725,28.4407
ENSG00000117899,26.95502,26.58885,26.49302,25.67885,25.14657
ENSG00000117984,32.68657,32.81002,32.32365,31.51977,30.04675
ENSG00000118113,25.34858,32.52433,33.91743,34.11725,33.8906
ENSG00000118137,27.0893,26.5512,26.76813,28.89118,29.53663
ENSG00000118181,31.92618,31.0751,30.54465,29.83857,28.8238
ENSG00000118271,29.22042,28.8808,28.36745,27.74845,28.77655
ENSG00000118308,26.44898,25.8716,26.98477,27.15527,27.04482
ENSG00000118363,29.11512,28.43313,28.1219,28.1071,28.47322
ENSG00000118482,26.43453,26.05537,25.69233,24.5224,25.79105
ENSG00000118508,30.10892,29.94143,29.71245,29.86972,29.61283
ENSG00000118520,28.1268,31.41285,32.24958,32.46912,32.52313
ENSG00000118640,31.0913,30.56945,30.56782,31.12047,30.81305
ENSG00000118705,32.8142,32.02383,31.6186,30.42697,30.58747
ENSG00000118804,27.42175,28.40172,28.70385,29.06955,29.4788
ENSG00000118855,26.3299,25.44345,25.49028,25.09968,24.7087
ENSG00000118873,28.46375,28.0841,28.16643,27.88365,28.07135
ENSG00000118939,29.0945,29.25023,29.11908,29.03862,29.17155
ENSG00000118960,26.88505,27.9357,27.9332,28.5477,28.56237
ENSG00000118961,26.17703,25.54988,25.59828,24.57653,24.65933
ENSG00000119004,26.9492,26.68185,26.70235,26.49602,25.39937
ENSG00000119013,25.32855,25.23105,24.95755,24.7005,24.36735
ENSG00000119041,25.50755,24.62228,24.78653,24.4344,24.3136
ENSG00000119203,29.08697,28.8363,28.19665,27.62075,27.75378
ENSG00000119285,26.59032,24.13263,24.12763,24.04727,24.8858
ENSG00000119314,27.1341,27.73582,27.74983,27.4377,27.20145
ENSG00000119318,29.12655,28.76813,28.6108,28.87195,28.81875
ENSG00000119321,27.18167,28.77647,29.36427,29.36425,29.33993
ENSG00000119335,24.31387,24.8672,24.62355,25.76178,24.80625
ENSG00000119383,29.36115,29.29478,29.18287,29.43487,29.34538
ENSG00000119396,30.5541,30.64805,30.80678,30.85827,30.9035
ENSG00000119414,28.92428,29.05845,29.2294,29.1779,29.06067
ENSG00000119421,28.34327,27.5505,27.09848,26.8041,26.78085
ENSG00000119471,27.35858,27.6098,27.27842,27.86713,27.58468
ENSG00000119523,27.62922,26.82272,26.83233,26.2383,26.27745
ENSG00000119541,29.93283,30.04335,30.0402,30.51653,30.30663
ENSG00000119596,26.42298,26.4419,26.15775,25.94902,25.39465
ENSG00000119638,28.66985,28.58087,28.67673,28.86123,28.69545
ENSG00000119640,25.15512,25.15655,25.53125,25.6565,25.627
ENSG00000119655,31.83325,31.36492,31.50678,31.68867,31.54423
ENSG00000119689,28.69613,28.40775,27.6037,27.9114,27.67222
ENSG00000119705,29.07498,28.31178,27.16532,24.6205,24.82838
ENSG00000119707,29.22625,28.85878,28.58895,28.0601,27.93762
ENSG00000119711,28.10245,28.09327,27.60315,27.395,27.15715
ENSG00000119718,26.14795,25.62963,25.07915,25.1445,24.52468
ENSG00000119723,26.4422,32.75435,32.75595,30.6594,27.27177
ENSG00000119777,28.38063,27.66708,26.93013,25.64355,26.5504
ENSG00000119787,25.60185,25.3322,25.2049,24.78872,24.60407
